"State","Year","Gender","Event","Mark","Mark.Note"
"Washington",1981,"Boys","Pole Vault","13-6",NA
"Washington",1980,"Boys","Pole Vault","15-1",NA
"Washington",1979,"Boys","Pole Vault","14-6",NA
"Washington",1978,"Boys","Pole Vault","14-6",NA
"Washington",1977,"Boys","Pole Vault","14-3",NA
"Washington",1976,"Boys","Pole Vault","13-6",NA
"Washington",1975,"Boys","Pole Vault","14-9",NA
"Washington",1974,"Boys","Pole Vault","13-6",NA
"Washington",1973,"Boys","Pole Vault","15-0¼",NA
"Washington",2024,"Boys","Pole Vault","14-9",NA
"Washington",2023,"Boys","Pole Vault","14-3",NA
"Washington",2022,"Boys","Pole Vault","13-6",NA
"Washington",2021,"Boys","Pole Vault",NA,NA
"Washington",2020,"Boys","Pole Vault",NA,NA
"Washington",2019,"Boys","Pole Vault","13-6",NA
"Washington",2018,"Boys","Pole Vault","14-6",NA
"Washington",2017,"Boys","Pole Vault","15-0",NA
"Washington",2016,"Boys","Pole Vault","15-10",NA
"Washington",2015,"Boys","Pole Vault","15-9",NA
"Washington",2014,"Boys","Pole Vault","15-6",NA
"Washington",2013,"Boys","Pole Vault","14-9",NA
"Washington",2012,"Boys","Pole Vault","15-0",NA
"Washington",2011,"Boys","Pole Vault","14-6",NA
"Washington",2010,"Boys","Pole Vault","15-3",NA
"Washington",2009,"Boys","Pole Vault","15-8",NA
"Washington",2008,"Boys","Pole Vault","15-5",NA
"Washington",2007,"Boys","Pole Vault","14-7",NA
"Washington",2006,"Boys","Pole Vault","14-0",NA
"Washington",2005,"Boys","Pole Vault","14-0",NA
"Washington",2004,"Boys","Pole Vault","14-9",NA
"Washington",2003,"Boys","Pole Vault","15-0",NA
"Washington",2002,"Boys","Pole Vault","15-4",NA
"Washington",2001,"Boys","Pole Vault","15-3",NA
"Washington",2000,"Boys","Pole Vault","14-9",NA
"Washington",1999,"Boys","Pole Vault","15-0",NA
"Washington",1998,"Boys","Pole Vault","14-0",NA
"Washington",2024,"Boys","Pole Vault","14-3",NA
"Washington",2023,"Boys","Pole Vault","14-6",NA
"Washington",2022,"Boys","Pole Vault","13-6",NA
"Washington",2021,"Boys","Pole Vault",NA,NA
"Washington",2020,"Boys","Pole Vault",NA,NA
"Washington",2019,"Boys","Pole Vault","13-6",NA
"Washington",2018,"Boys","Pole Vault","14-6½",NA
"Washington",2017,"Boys","Pole Vault","16-0",NA
"Washington",2016,"Boys","Pole Vault","15-6",NA
"Washington",2015,"Boys","Pole Vault","15-0",NA
"Washington",2014,"Boys","Pole Vault","14-0",NA
"Washington",2013,"Boys","Pole Vault","15-9",NA
"Washington",2012,"Boys","Pole Vault","14-3",NA
"Washington",2011,"Boys","Pole Vault","13-3",NA
"Washington",2010,"Boys","Pole Vault","14-0",NA
"Washington",2009,"Boys","Pole Vault","14-7",NA
"Washington",2008,"Boys","Pole Vault","14-0",NA
"Washington",2007,"Boys","Pole Vault","13-6",NA
"Washington",2006,"Boys","Pole Vault","13-3",NA
"Washington",2005,"Boys","Pole Vault","14-0",NA
"Washington",2004,"Boys","Pole Vault","14-9",NA
"Washington",2003,"Boys","Pole Vault","13-6",NA
"Washington",2002,"Boys","Pole Vault","14-1",NA
"Washington",2001,"Boys","Pole Vault","13-0",NA
"Washington",2000,"Boys","Pole Vault","14-6",NA
"Washington",1999,"Boys","Pole Vault","15-0",NA
"Washington",1998,"Boys","Pole Vault","13-6",NA
"Washington",1997,"Boys","Pole Vault","14-0",NA
"Washington",1996,"Boys","Pole Vault","14-6",NA
"Washington",1995,"Boys","Pole Vault","15-4",NA
"Washington",1994,"Boys","Pole Vault","14-6",NA
"Washington",1993,"Boys","Pole Vault","14-6",NA
"Washington",1992,"Boys","Pole Vault","14-9",NA
"Washington",1991,"Boys","Pole Vault","13-9",NA
"Washington",1990,"Boys","Pole Vault","13-6",NA
"Washington",1989,"Boys","Pole Vault","14-0",NA
"Washington",1988,"Boys","Pole Vault","14-0",NA
"Washington",1987,"Boys","Pole Vault","13-0",NA
"Washington",1986,"Boys","Pole Vault","13-9",NA
"Washington",1985,"Boys","Pole Vault","14-0",NA
"Washington",1984,"Boys","Pole Vault","13-6",NA
"Washington",1983,"Boys","Pole Vault","13-6",NA
"Washington",1982,"Boys","Pole Vault","13-3",NA
"Washington",1981,"Boys","Pole Vault","14-8",NA
"Washington",1980,"Boys","Pole Vault","13-9¼",NA
"Washington",1979,"Boys","Pole Vault","14-6",NA
"Washington",1978,"Boys","Pole Vault","14-3",NA
"Washington",1977,"Boys","Pole Vault","14-0",NA
"Washington",1976,"Boys","Pole Vault","14-1½",NA
"Washington",1975,"Boys","Pole Vault","13-6",NA
"Washington",1974,"Boys","Pole Vault","14-3",NA
"Washington",1973,"Boys","Pole Vault","13-11",NA
"Washington",1972,"Boys","Pole Vault","14-0",NA
"Washington",1971,"Boys","Pole Vault","14-0",NA
"Washington",1970,"Boys","Pole Vault","13-3",NA
"Washington",1969,"Boys","Pole Vault","16-7",NA
"Washington",1968,"Boys","Pole Vault","15-0½",NA
"Washington",1967,"Boys","Pole Vault","14-1¾",NA
"Washington",1966,"Boys","Pole Vault","14-0¾",NA
"Washington",1965,"Boys","Pole Vault","12-6",NA
"Washington",1964,"Boys","Pole Vault","13-3",NA
"Washington",1963,"Boys","Pole Vault","13-2",NA
"Washington",2024,"Boys","Pole Vault","14-0",NA
"Washington",2023,"Boys","Pole Vault","14-6",NA
"Washington",2022,"Boys","Pole Vault","14-0",NA
"Washington",2021,"Boys","Pole Vault",NA,NA
"Washington",2020,"Boys","Pole Vault",NA,NA
"Washington",2019,"Boys","Pole Vault","13-3",NA
"Washington",2018,"Boys","Pole Vault","15-5",NA
"Washington",2017,"Boys","Pole Vault","15-1",NA
"Washington",2016,"Boys","Pole Vault","13-0",NA
"Washington",2015,"Boys","Pole Vault","14-0",NA
"Washington",2014,"Boys","Pole Vault","12-6",NA
"Washington",2013,"Boys","Pole Vault","13-4",NA
"Washington",2012,"Boys","Pole Vault","12-9",NA
"Washington",2011,"Boys","Pole Vault","14-0",NA
"Washington",2010,"Boys","Pole Vault","13-0",NA
"Washington",2009,"Boys","Pole Vault","13-6",NA
"Washington",2008,"Boys","Pole Vault","12-6",NA
"Washington",2007,"Boys","Pole Vault","13-0",NA
"Washington",2006,"Boys","Pole Vault","12-9",NA
"Washington",2005,"Boys","Pole Vault","12-6",NA
"Washington",2004,"Boys","Pole Vault","12-6",NA
"Washington",2003,"Boys","Pole Vault","13-9",NA
"Washington",2002,"Boys","Pole Vault","13-6",NA
"Washington",2001,"Boys","Pole Vault","13-0",NA
"Washington",2000,"Boys","Pole Vault","15-4",NA
"Washington",1999,"Boys","Pole Vault","13-3",NA
"Washington",1998,"Boys","Pole Vault","12-6",NA
"Washington",1997,"Boys","Pole Vault","15-0",NA
"Washington",1996,"Boys","Pole Vault","14-6",NA
"Washington",1995,"Boys","Pole Vault","14-3",NA
"Washington",1994,"Boys","Pole Vault","14-4",NA
"Washington",1993,"Boys","Pole Vault","13-9",NA
"Washington",1992,"Boys","Pole Vault","12-9",NA
"Washington",1991,"Boys","Pole Vault","13-0",NA
"Washington",1990,"Boys","Pole Vault","14-0",NA
"Washington",1989,"Boys","Pole Vault","13-6",NA
"Washington",1988,"Boys","Pole Vault","14-3",NA
"Washington",1987,"Boys","Pole Vault","12-9",NA
"Washington",1986,"Boys","Pole Vault","12-6",NA
"Washington",1985,"Boys","Pole Vault","13-5",NA
"Washington",1984,"Boys","Pole Vault","12-0",NA
"Washington",2024,"Boys","Pole Vault","12-9",NA
"Washington",2023,"Boys","Pole Vault","12-9",NA
"Washington",2022,"Boys","Pole Vault","14-1",NA
"Washington",2021,"Boys","Pole Vault",NA,NA
"Washington",2020,"Boys","Pole Vault",NA,NA
"Washington",2019,"Boys","Pole Vault","14-0",NA
"Washington",2018,"Boys","Pole Vault","13-6",NA
"Washington",2017,"Boys","Pole Vault","12-0",NA
"Washington",2016,"Boys","Pole Vault","12-0",NA
"Washington",2015,"Boys","Pole Vault","12-9",NA
"Washington",2014,"Boys","Pole Vault","12-0",NA
"Washington",2013,"Boys","Pole Vault","13-0",NA
"Washington",2012,"Boys","Pole Vault","12-9",NA
"Washington",2011,"Boys","Pole Vault","11-6",NA
"Washington",2010,"Boys","Pole Vault","11-0",NA
"Washington",2009,"Boys","Pole Vault","12-9",NA
"Washington",2008,"Boys","Pole Vault","12-9",NA
"Washington",2007,"Boys","Pole Vault","11-0",NA
"Washington",2024,"Boys","High Jump","6-6",NA
"Washington",2023,"Boys","High Jump","6-8",NA
"Washington",2022,"Boys","High Jump","6-10",NA
"Washington",2021,"Boys","High Jump",NA,NA
"Washington",2020,"Boys","High Jump",NA,NA
"Washington",2019,"Boys","High Jump","6-6",NA
"Washington",2018,"Boys","High Jump","6-9",NA
"Washington",2017,"Boys","High Jump","6-9",NA
"Washington",2016,"Boys","High Jump","6-10",NA
"Washington",2015,"Boys","High Jump","6-8",NA
"Washington",2014,"Boys","High Jump","6-9",NA
"Washington",2013,"Boys","High Jump","6-8",NA
"Washington",2012,"Boys","High Jump","6-10",NA
"Washington",2011,"Boys","High Jump","6-10",NA
"Washington",2010,"Boys","High Jump","7-0",NA
"Washington",2009,"Boys","High Jump","6-10",NA
"Washington",2008,"Boys","High Jump","6-8",NA
"Washington",2007,"Boys","High Jump","6-7",NA
"Washington",2006,"Boys","High Jump","6-10",NA
"Washington",2005,"Boys","High Jump","6--8",NA
"Washington",2004,"Boys","High Jump","6-11",NA
"Washington",2003,"Boys","High Jump","6-8",NA
"Washington",2002,"Boys","High Jump","6-7",NA
"Washington",2001,"Boys","High Jump","6-6",NA
"Washington",2000,"Boys","High Jump","6-7",NA
"Washington",1999,"Boys","High Jump","7-0½",NA
"Washington",1998,"Boys","High Jump","6-8",NA
"Washington",1997,"Boys","High Jump","6-4",NA
"Washington",1996,"Boys","High Jump","7-0",NA
"Washington",1995,"Boys","High Jump","6-11",NA
"Washington",1994,"Boys","High Jump","6-10",NA
"Washington",1993,"Boys","High Jump","6-8",NA
"Washington",1992,"Boys","High Jump","6-8",NA
"Washington",1991,"Boys","High Jump","6-10½",NA
"Washington",1990,"Boys","High Jump","6-10",NA
"Washington",1989,"Boys","High Jump","6-10",NA
"Washington",1988,"Boys","High Jump","6-10",NA
"Washington",1987,"Boys","High Jump","6-10",NA
"Washington",1986,"Boys","High Jump","6-9",NA
"Washington",1985,"Boys","High Jump","7-0",NA
"Washington",1984,"Boys","High Jump","6-10",NA
"Washington",1983,"Boys","High Jump","7-0",NA
"Washington",1982,"Boys","High Jump","6-8",NA
"Washington",1981,"Boys","High Jump","6-10",NA
"Washington",1980,"Boys","High Jump","7-1",NA
"Washington",1979,"Boys","High Jump","7-0",NA
"Washington",1978,"Boys","High Jump","6-7",NA
"Washington",1977,"Boys","High Jump","6-10",NA
"Washington",1976,"Boys","High Jump","6-5",NA
"Washington",1975,"Boys","High Jump","6-6",NA
"Washington",1974,"Boys","High Jump","6-10¼",NA
"Washington",1973,"Boys","High Jump","6-10",NA
"Washington",1972,"Boys","High Jump","6-11½",NA
"Washington",1971,"Boys","High Jump","6-8½",NA
"Washington",1970,"Boys","High Jump","6-7¼",NA
"Washington",1969,"Boys","High Jump","6-6",NA
"Washington",1968,"Boys","High Jump","6-4¼",NA
"Washington",1967,"Boys","High Jump","6-5½",NA
"Washington",1966,"Boys","High Jump","6-3½",NA
"Washington",1965,"Boys","High Jump","6-3¼",NA
"Washington",1964,"Boys","High Jump","6-3",NA
"Washington",1963,"Boys","High Jump","6-1",NA
"Washington",1962,"Boys","High Jump","6-3",NA
"Washington",1961,"Boys","High Jump","6-3¼",NA
"Washington",1960,"Boys","High Jump","6-3¾",NA
"Washington",1959,"Boys","High Jump","6-3¼",NA
"Washington",1958,"Boys","High Jump","6-5¾",NA
"Washington",1957,"Boys","High Jump","6-8",NA
"Washington",1956,"Boys","High Jump","6-4¼",NA
"Washington",1955,"Boys","High Jump","6-2½",NA
"Washington",1954,"Boys","High Jump","6-1",NA
"Washington",1953,"Boys","High Jump","6-1¾",NA
"Washington",1952,"Boys","High Jump","6-3",NA
"Washington",1951,"Boys","High Jump","6-0¼",NA
"Washington",1950,"Boys","High Jump","6-1",NA
"Washington",1949,"Boys","High Jump","5-11½",NA
"Washington",1948,"Boys","High Jump","6-1",NA
"Washington",1947,"Boys","High Jump","6-1½",NA
"Washington",1946,"Boys","High Jump","5-11",NA
"Washington",1945,"Boys","High Jump","5-10",NA
"Washington",1944,"Boys","High Jump","5-7",NA
"Washington",1943,"Boys","High Jump",NA,NA
"Washington",1942,"Boys","High Jump","5-11",NA
"Washington",1941,"Boys","High Jump","5-9",NA
"Washington",1940,"Boys","High Jump","6-1½",NA
"Washington",1939,"Boys","High Jump","5-11½",NA
"Washington",1938,"Boys","High Jump","6-0",NA
"Washington",1937,"Boys","High Jump","6-0",NA
"Washington",1936,"Boys","High Jump","5-10",NA
"Washington",1935,"Boys","High Jump","5-9¾",NA
"Washington",1934,"Boys","High Jump","6-4¼",NA
"Washington",1933,"Boys","High Jump","5-10½",NA
"Washington",1932,"Boys","High Jump","6-2",NA
"Washington",1931,"Boys","High Jump","5-11¼",NA
"Washington",1930,"Boys","High Jump","5-11",NA
"Washington",1929,"Boys","High Jump","5-9¾",NA
"Washington",1928,"Boys","High Jump","6-0",NA
"Washington",1927,"Boys","High Jump","6-0½",NA
"Washington",1926,"Boys","High Jump","5-10½",NA
"Washington",1925,"Boys","High Jump","5-9½",NA
"Washington",1924,"Boys","High Jump","5-6¼",NA
"Washington",2024,"Boys","High Jump","6-8",NA
"Washington",2023,"Boys","High Jump","6-6",NA
"Washington",2022,"Boys","High Jump","6-4",NA
"Washington",2021,"Boys","High Jump",NA,NA
"Washington",2020,"Boys","High Jump",NA,NA
"Washington",2019,"Boys","High Jump","6-6",NA
"Washington",2018,"Boys","High Jump","6-6",NA
"Washington",2017,"Boys","High Jump","7-2½",NA
"Washington",2016,"Boys","High Jump","7-1",NA
"Washington",2015,"Boys","High Jump","6-8",NA
"Washington",2014,"Boys","High Jump","6-6",NA
"Washington",2013,"Boys","High Jump","6-10",NA
"Washington",2012,"Boys","High Jump","6-6",NA
"Washington",2011,"Boys","High Jump","6-8",NA
"Washington",2010,"Boys","High Jump","6-6",NA
"Washington",2009,"Boys","High Jump","6-7",NA
"Washington",2008,"Boys","High Jump","6-8",NA
"Washington",2007,"Boys","High Jump","6-8",NA
"Washington",2006,"Boys","High Jump","6-6",NA
"Washington",2005,"Boys","High Jump","6-7",NA
"Washington",2004,"Boys","High Jump","6-8",NA
"Washington",2003,"Boys","High Jump","6-7",NA
"Washington",2002,"Boys","High Jump","6-10",NA
"Washington",2001,"Boys","High Jump","6-10",NA
"Washington",2000,"Boys","High Jump","6-7",NA
"Washington",1999,"Boys","High Jump","6-8",NA
"Washington",1998,"Boys","High Jump","6-8",NA
"Washington",1997,"Boys","High Jump","6-4",NA
"Washington",1996,"Boys","High Jump","6-6",NA
"Washington",1995,"Boys","High Jump","6-7",NA
"Washington",1994,"Boys","High Jump","6-6",NA
"Washington",1993,"Boys","High Jump","6-6",NA
"Washington",1992,"Boys","High Jump","6-9",NA
"Washington",1991,"Boys","High Jump","6-8",NA
"Washington",1990,"Boys","High Jump","6-7",NA
"Washington",1989,"Boys","High Jump","6-7",NA
"Washington",1988,"Boys","High Jump","6-8",NA
"Washington",1987,"Boys","High Jump","6-10",NA
"Washington",1986,"Boys","High Jump","6-9",NA
"Washington",1985,"Boys","High Jump","6-9",NA
"Washington",1984,"Boys","High Jump","6-9",NA
"Washington",1983,"Boys","High Jump","6-10",NA
"Washington",1982,"Boys","High Jump","6-8",NA
"Washington",1981,"Boys","High Jump","6-6",NA
"Washington",1980,"Boys","High Jump","6-8",NA
"Washington",1979,"Boys","High Jump","7-0¼",NA
"Washington",1978,"Boys","High Jump","6-8",NA
"Washington",1977,"Boys","High Jump","6-8",NA
"Washington",1976,"Boys","High Jump","6-9½",NA
"Washington",1975,"Boys","High Jump","6-6¾",NA
"Washington",1974,"Boys","High Jump","6-4",NA
"Washington",1973,"Boys","High Jump","6-9¼",NA
"Washington",2024,"Boys","High Jump","6-4",NA
"Washington",2023,"Boys","High Jump","6-7",NA
"Washington",2022,"Boys","High Jump","6-4",NA
"Washington",2021,"Boys","High Jump",NA,NA
"Washington",2020,"Boys","High Jump",NA,NA
"Washington",2019,"Boys","High Jump","6-10",NA
"Washington",2018,"Boys","High Jump","6-7",NA
"Washington",2017,"Boys","High Jump","6-5",NA
"Washington",2016,"Boys","High Jump","6-4",NA
"Washington",2015,"Boys","High Jump","6-4",NA
"Washington",2014,"Boys","High Jump","6-8",NA
"Washington",2013,"Boys","High Jump","6-5",NA
"Washington",2012,"Boys","High Jump","6-6",NA
"Washington",2011,"Boys","High Jump","6-5",NA
"Washington",2010,"Boys","High Jump","6-4",NA
"Washington",2009,"Boys","High Jump","6-6",NA
"Washington",2008,"Boys","High Jump","6-6",NA
"Washington",2007,"Boys","High Jump","6-5",NA
"Washington",2006,"Boys","High Jump","6-3",NA
"Washington",2005,"Boys","High Jump","6-2",NA
"Washington",2004,"Boys","High Jump","6-5",NA
"Washington",2003,"Boys","High Jump","6-4",NA
"Washington",2002,"Boys","High Jump","6-8",NA
"Washington",2001,"Boys","High Jump","6-11",NA
"Washington",2000,"Boys","High Jump","6-7",NA
"Washington",1999,"Boys","High Jump","6-8",NA
"Washington",1998,"Boys","High Jump","7-2",NA
"Washington",2024,"Boys","High Jump","6-7",NA
"Washington",2023,"Boys","High Jump","6-2",NA
"Washington",2022,"Boys","High Jump","6-4",NA
"Washington",2021,"Boys","High Jump",NA,NA
"Washington",2020,"Boys","High Jump",NA,NA
"Washington",2019,"Boys","High Jump","6-7¼",NA
"Washington",2018,"Boys","High Jump","6-4",NA
"Washington",2017,"Boys","High Jump","6-8",NA
"Washington",2016,"Boys","High Jump","6-4",NA
"Washington",2015,"Boys","High Jump","6-5",NA
"Washington",2014,"Boys","High Jump","6-2",NA
"Washington",2013,"Boys","High Jump","6-8",NA
"Washington",2012,"Boys","High Jump","6-10",NA
"Washington",2011,"Boys","High Jump","6-4",NA
"Washington",2010,"Boys","High Jump","6-4",NA
"Washington",2009,"Boys","High Jump","6-4",NA
"Washington",2008,"Boys","High Jump","6-7",NA
"Washington",2007,"Boys","High Jump","6-4",NA
"Washington",2006,"Boys","High Jump","6-4",NA
"Washington",2005,"Boys","High Jump","6-8",NA
"Washington",2004,"Boys","High Jump","6-2",NA
"Washington",2003,"Boys","High Jump","6-2",NA
"Washington",2002,"Boys","High Jump","6-5",NA
"Washington",2001,"Boys","High Jump","6-4",NA
"Washington",2000,"Boys","High Jump","6-5",NA
"Washington",1999,"Boys","High Jump","6-5",NA
"Washington",1998,"Boys","High Jump","6-2",NA
"Washington",1997,"Boys","High Jump","6-1",NA
"Washington",1996,"Boys","High Jump","6-9",NA
"Washington",1995,"Boys","High Jump","6-8",NA
"Washington",1994,"Boys","High Jump","6-7",NA
"Washington",1993,"Boys","High Jump","6-8",NA
"Washington",1992,"Boys","High Jump","6-7",NA
"Washington",1991,"Boys","High Jump","6-10",NA
"Washington",1990,"Boys","High Jump","6-9",NA
"Washington",1989,"Boys","High Jump","6-3",NA
"Washington",1988,"Boys","High Jump","6-8",NA
"Washington",1987,"Boys","High Jump","6-8",NA
"Washington",1986,"Boys","High Jump","6-10",NA
"Washington",1985,"Boys","High Jump","6-8",NA
"Washington",1984,"Boys","High Jump","6-6",NA
"Washington",1983,"Boys","High Jump","6-7",NA
"Washington",1982,"Boys","High Jump","6-7",NA
"Washington",1981,"Boys","High Jump","6-6",NA
"Washington",1980,"Boys","High Jump","6-10",NA
"Washington",1979,"Boys","High Jump","6-10¾",NA
"Washington",1978,"Boys","High Jump","7-2¼",NA
"Washington",1977,"Boys","High Jump","6-7",NA
"Washington",1976,"Boys","High Jump","6-4",NA
"Washington",1975,"Boys","High Jump","6-5",NA
"Washington",1974,"Boys","High Jump","6-6½",NA
"Washington",1973,"Boys","High Jump","6-3",NA
"Washington",1972,"Boys","High Jump","6-4¼",NA
"Washington",1971,"Boys","High Jump","6-3",NA
"Washington",1970,"Boys","High Jump","6-3¼",NA
"Washington",1969,"Boys","High Jump","6-6",NA
"Washington",1968,"Boys","High Jump","6-1¾",NA
"Washington",1967,"Boys","High Jump","6-2",NA
"Washington",1966,"Boys","High Jump","6-0",NA
"Washington",1965,"Boys","High Jump","6-4",NA
"Washington",1964,"Boys","High Jump","6-4",NA
"Washington",1963,"Boys","High Jump","6-4",NA
"Washington",2024,"Boys","High Jump","6-4",NA
"Washington",2023,"Boys","High Jump","6-3",NA
"Washington",2022,"Boys","High Jump","6-3",NA
"Washington",2021,"Boys","High Jump",NA,NA
"Washington",2020,"Boys","High Jump",NA,NA
"Washington",2019,"Boys","High Jump","6-6",NA
"Washington",2018,"Boys","High Jump","6-3",NA
"Washington",2017,"Boys","High Jump","6-5",NA
"Washington",2016,"Boys","High Jump","6-2",NA
"Washington",2015,"Boys","High Jump","6-4",NA
"Washington",2014,"Boys","High Jump","6-4",NA
"Washington",2013,"Boys","High Jump","6-6",NA
"Washington",2012,"Boys","High Jump","6-5",NA
"Washington",2011,"Boys","High Jump","6-4",NA
"Washington",2010,"Boys","High Jump","6-7",NA
"Washington",2009,"Boys","High Jump","6-4",NA
"Washington",2008,"Boys","High Jump","6-2",NA
"Washington",2007,"Boys","High Jump","6-6",NA
"Washington",2006,"Boys","High Jump","6-2",NA
"Washington",2005,"Boys","High Jump","6-6",NA
"Washington",2004,"Boys","High Jump","6-6",NA
"Washington",2003,"Boys","High Jump","6-5",NA
"Washington",2002,"Boys","High Jump","6-8",NA
"Washington",2001,"Boys","High Jump","6-2",NA
"Washington",2000,"Boys","High Jump","6-4",NA
"Washington",1999,"Boys","High Jump","6-7",NA
"Washington",1998,"Boys","High Jump","6-6",NA
"Washington",1997,"Boys","High Jump","6-6",NA
"Washington",1996,"Boys","High Jump","6-8",NA
"Washington",1995,"Boys","High Jump","6-7",NA
"Washington",1994,"Boys","High Jump","6-8",NA
"Washington",1993,"Boys","High Jump","6-6",NA
"Washington",1992,"Boys","High Jump","6-7",NA
"Washington",1991,"Boys","High Jump","6-5",NA
"Washington",1990,"Boys","High Jump","6-8",NA
"Washington",1989,"Boys","High Jump","6-9",NA
"Washington",1988,"Boys","High Jump","6-6",NA
"Washington",1987,"Boys","High Jump","6-8",NA
"Washington",1986,"Boys","High Jump","6-7",NA
"Washington",1985,"Boys","High Jump","6-6",NA
"Washington",1984,"Boys","High Jump","6-6",NA
"Washington",2024,"Boys","High Jump","6-0",NA
"Washington",2023,"Boys","High Jump","6-9",NA
"Washington",2022,"Boys","High Jump","6-4",NA
"Washington",2021,"Boys","High Jump",NA,NA
"Washington",2020,"Boys","High Jump",NA,NA
"Washington",2019,"Boys","High Jump","6-2",NA
"Washington",2018,"Boys","High Jump","6-3",NA
"Washington",2017,"Boys","High Jump","6-4",NA
"Washington",2016,"Boys","High Jump","6-2",NA
"Washington",2015,"Boys","High Jump","6-2",NA
"Washington",2014,"Boys","High Jump","6-6",NA
"Washington",2013,"Boys","High Jump","6-7",NA
"Washington",2012,"Boys","High Jump","6-2",NA
"Washington",2011,"Boys","High Jump","6-0",NA
"Washington",2010,"Boys","High Jump","5-10",NA
"Washington",2009,"Boys","High Jump","6-2",NA
"Washington",2008,"Boys","High Jump","6-3",NA
"Washington",2007,"Boys","High Jump","6-2",NA
"Washington",2024,"Boys","1600m","4:13.96",NA
"Washington",2023,"Boys","1600m","4:13.19",NA
"Washington",2022,"Boys","1600m","4:06.28",NA
"Washington",2021,"Boys","1600m",NA,NA
"Washington",2020,"Boys","1600m",NA,NA
"Washington",2019,"Boys","1600m","4:06.07",NA
"Washington",2018,"Boys","1600m","4:07.50",NA
"Washington",2017,"Boys","1600m","4:11.24",NA
"Washington",2016,"Boys","1600m","4:07.68",NA
"Washington",2015,"Boys","1600m","4:12.14",NA
"Washington",2014,"Boys","1600m","4:07.32",NA
"Washington",2013,"Boys","1600m","4:14.93",NA
"Washington",2012,"Boys","1600m","4:09.71",NA
"Washington",2011,"Boys","1600m","4:12.56",NA
"Washington",2010,"Boys","1600m","4:09.67",NA
"Washington",2009,"Boys","1600m","4:13.71",NA
"Washington",2008,"Boys","1600m","4:13.72",NA
"Washington",2007,"Boys","1600m","4:10.70",NA
"Washington",2006,"Boys","1600m","4:15.15",NA
"Washington",2005,"Boys","1600m","4:13.11",NA
"Washington",2004,"Boys","1600m","4:10.72",NA
"Washington",2003,"Boys","1600m","4:05.09",NA
"Washington",2002,"Boys","1600m","4:10.20",NA
"Washington",2001,"Boys","1600m","4:08.56",NA
"Washington",2000,"Boys","1600m","4:12.55",NA
"Washington",1999,"Boys","1600m","4:15.32",NA
"Washington",1998,"Boys","1600m","4:18.22",NA
"Washington",1997,"Boys","1600m","4:07.43",NA
"Washington",1996,"Boys","1600m","4:13.25",NA
"Washington",1995,"Boys","1600m","4:08.51",NA
"Washington",1994,"Boys","1600m","4:10.06",NA
"Washington",1993,"Boys","1600m","4:10.77",NA
"Washington",1992,"Boys","1600m","4:15.42",NA
"Washington",1991,"Boys","1600m","4:13.04",NA
"Washington",1990,"Boys","1600m","4:10.69",NA
"Washington",1989,"Boys","1600m","4:08.31",NA
"Washington",1988,"Boys","1600m","4:09.58",NA
"Washington",1987,"Boys","1600m","4:12.65",NA
"Washington",1986,"Boys","1600m","4:09.20",NA
"Washington",1985,"Boys","1600m","4:06.69",NA
"Washington",1984,"Boys","1600m","4:14.78",NA
"Washington",1983,"Boys","1600m","4:05.58",NA
"Washington",1982,"Boys","1600m","4:11.61",NA
"Washington",1981,"Boys","1600m","4:18.14",NA
"Washington",1980,"Boys","Mile","4:17.3",NA
"Washington",1979,"Boys","Mile","4:18.7",NA
"Washington",1978,"Boys","Mile","4:15.1",NA
"Washington",1977,"Boys","Mile","4:18.8",NA
"Washington",1976,"Boys","Mile","4:20.4",NA
"Washington",1975,"Boys","Mile","4:13.2",NA
"Washington",1974,"Boys","Mile","4:12.9",NA
"Washington",1973,"Boys","Mile","4:10.4",NA
"Washington",1972,"Boys","Mile","4:14.7",NA
"Washington",1971,"Boys","Mile","4:16.2",NA
"Washington",1970,"Boys","Mile","4:16.5",NA
"Washington",1969,"Boys","Mile","4:10.6",NA
"Washington",1968,"Boys","Mile","4:16.3",NA
"Washington",1967,"Boys","Mile","4:15.7",NA
"Washington",1966,"Boys","Mile","4:12.8",NA
"Washington",1965,"Boys","Mile","4:12.2",NA
"Washington",1964,"Boys","Mile","4:06.0",NA
"Washington",1963,"Boys","Mile","4:18.3",NA
"Washington",1962,"Boys","Mile","4:21.3",NA
"Washington",1961,"Boys","Mile","4:19.3",NA
"Washington",1960,"Boys","Mile","4:31.1",NA
"Washington",1959,"Boys","Mile","4:31.4",NA
"Washington",1958,"Boys","Mile","4:33.7",NA
"Washington",1957,"Boys","Mile","4:29.0",NA
"Washington",1956,"Boys","Mile","4:30.7",NA
"Washington",1955,"Boys","Mile","4:24.3",NA
"Washington",1954,"Boys","Mile","4:29.7",NA
"Washington",1953,"Boys","Mile","4:29.5",NA
"Washington",1952,"Boys","Mile","4:31.9",NA
"Washington",1951,"Boys","Mile","4:31.3",NA
"Washington",1950,"Boys","Mile","4:30.0",NA
"Washington",1949,"Boys","Mile","4:31.8",NA
"Washington",1948,"Boys","Mile","4:41.2",NA
"Washington",1947,"Boys","Mile","4:35.5",NA
"Washington",1946,"Boys","Mile","4:35.6",NA
"Washington",1945,"Boys","Mile","4:33.3",NA
"Washington",1944,"Boys","Mile","4:31.7",NA
"Washington",1943,"Boys","Mile",NA,NA
"Washington",1942,"Boys","Mile","4:36.8",NA
