"Year","Gender","Class","Name","Mark","Event","State"
1972,"Girls","A","Kathy Hutchinson   Lincoln High       ","2:30.2","880y","Nebraska"
1972,"Girls","A","Toni Churchill     Lincoln East       ","5-03.75","High Jump","Nebraska"
1973,"Girls","A","Shannon Welch       Kearney             ","12.2","100y","Nebraska"
1973,"Girls","A","Debbie Grafentin   Omaha Northwest    ","2:24.6","880y","Nebraska"
1973,"Girls","A","Toni Churchill      Lincoln East       ","5-02","High Jump","Nebraska"
1974,"Girls","A","Cindy Tatum          North Platte        ","11.2","100y","Nebraska"
1974,"Girls","A","Deb Grafentin       Omaha Northwest    ","2:26","880y","Nebraska"
1974,"Girls","A","Nancy Steiner      Omaha South         ","5-02","High Jump","Nebraska"
1974,"Girls","A","Christy Lee        Scottsbluff                   ","6","High Jump","Nebraska"
1975,"Girls","A","Cindy Tatum         North Platte       ","10.9","100y","Nebraska"
1975,"Girls","A","Deb Arter            Norfolk             ","2:20.1","880y","Nebraska"
1975,"Girls","A","Evonna Myers       Bellevue            ","5-03","High Jump","Nebraska"
1976,"Girls","A","Cindy Tatum          North Platte       ","10.8","100y","Nebraska"
1976,"Girls","A","JoAnn Olsen          Omaha Central     ","2:20.0","880y","Nebraska"
1976,"Girls","A","Theresa Schoonover   Lincoln High       ","5:29.2","Mile","Nebraska"
1976,"Girls","A","Christy Lee          Scottsbluff         ","5-06","High Jump","Nebraska"
1977,"Girls","A","Cindy Tatum          North Platte   ","10.8","100y","Nebraska"
1977,"Girls","A","Jo Ann Olsen         Omaha Central       ","2:19.2","880y","Nebraska"
1977,"Girls","A","Theresa Schoonover   Lincoln High   ","5:15.2","Mile","Nebraska"
1977,"Girls","A","Evonna Myers        Bellevue           ","5-08","High Jump","Nebraska"
1978,"Girls","A","Jackie Washington    Omaha Central    ","11.3","100y","Nebraska"
1978,"Girls","A","Edie Hessman        Omaha Northwest     ","2:21.2","880y","Nebraska"
1978,"Girls","A","Theresa Schoonover   Lincoln High     ","5:19.4","Mile","Nebraska"
1978,"Girls","A","Debbie Freeman      Lincoln Northeast   ","5-08","High Jump","Nebraska"
1979,"Girls","A","Janel Courns      Bellevue West    ","11.5","100y","Nebraska"
1979,"Girls","A","Pam Shubarth            Scottsbluff         ","2:19.8","880y","Nebraska"
1979,"Girls","A","Sally Sneller     Hastings         ","5:18.9","Mile","Nebraska"
1979,"Girls","A","Kelly Benson        Grand Island        ","5-05","High Jump","Nebraska"
1971,"Girls","B","Rhonda Stave          Blair                ","11.2","100y","Nebraska"
1971,"Girls","B","Sharon Mullen     Grand Island        ","2:31.9","880y","Nebraska"
1971,"Girls","B","Raymalee Anderson   Bridgeport           ","4-11","High Jump","Nebraska"
1971,"Girls","B","Vickie Goings       Tecumseh                       ","5","High Jump","Nebraska"
1972,"Girls","B","Susan Peterson       Gothenburg           ","11.3","100y","Nebraska"
1972,"Girls","B","Karen Kulwicki    St. Paul            ","2:32.5","880y","Nebraska"
1972,"Girls","B","Marilyn Wiese     Wood River           ","4-11","High Jump","Nebraska"
1973,"Girls","B","Brenda Grubaugh     Columbus Scotus      ","12.0","100y","Nebraska"
1973,"Girls","B","Arlene Volkmer       Kimball             ","2:29.3","880y","Nebraska"
1973,"Girls","B","Jean Watson          Kimball              ","5-03","High Jump","Nebraska"
1974,"Girls","B","Brenda Grubaugh    Columbus Scotus     ","11.7","100y","Nebraska"
1974,"Girls","B","Eldeana Edeal     Lexington         ","2:24.5","880y","Nebraska"
1974,"Girls","B","Jan Ringenberg       Lexington        ","5-02","High Jump","Nebraska"
1975,"Girls","B","Sondra Obermeier      Aurora              ","11.4","100y","Nebraska"
1975,"Girls","B","Laurel Biffar      Blair             ","2:22.5","880y","Nebraska"
1975,"Girls","B","Sondra Obermeier   Aurora            ","5-04","High Jump","Nebraska"
1976,"Girls","B","Sondra Obermeier     Aurora                  ","11.5","100y","Nebraska"
1976,"Girls","B","Angie Morse         Mitchell                 ","2:25.0","880y","Nebraska"
1976,"Girls","B","Darlene Snyder       Plattsmouth             ","5:37.8","Mile","Nebraska"
1976,"Girls","B","Sondra Obermeier     Aurora            ","5-03","High Jump","Nebraska"
1977,"Girls","B","Kathy Schrock       Sidney           ","11.4","100y","Nebraska"
1977,"Girls","B","Althea DeVries      Firth Norris      ","2:21.5","880y","Nebraska"
1977,"Girls","B","Angie Morse         Mitchell         ","5:35.4","Mile","Nebraska"
1977,"Girls","B","Chris Leigh       Platteview      ","5-05","High Jump","Nebraska"
1978,"Girls","B","Deb Mueller       Schuyler         ","11.5","100y","Nebraska"
1978,"Girls","B","Candace Moats       Norris            ","2:20.1","880y","Nebraska"
1978,"Girls","B","Candace Moats     Norris           ","5:25.5","Mile","Nebraska"
1978,"Girls","B","Sue Lind            Albion            ","5-08","High Jump","Nebraska"
1979,"Girls","B","Crystal Hicks       Omaha Cathedral  ","11.3","100y","Nebraska"
1979,"Girls","B","Kay Kolbo           Gretna            ","2:17.8","880y","Nebraska"
1979,"Girls","B","Terri Franzen       Gothenburg       ","5:18.2","Mile","Nebraska"
1979,"Girls","B","Sue Lind            Albion            ","5-09","High Jump","Nebraska"
1971,"Girls","C","Debbie Uttecht     Kenesaw                   ","11.3","100y","Nebraska"
1971,"Girls","C","Mary Deveny             Hastings St. Cecilia    ","2:27.7","880y","Nebraska"
1971,"Girls","C","Polly Rothwell          Hyannis                 ","5-00","High Jump","Nebraska"
1971,"Girls","C","Deb Petersen         Grant                            ","5","High Jump","Nebraska"
1972,"Girls","C","Mary Lou Jasnoch   Oshkosh                 ","11.0","100y","Nebraska"
1972,"Girls","C","Monica Svitak            Morrill               ","2:30.0","880y","Nebraska"
1972,"Girls","C","Polly Rothwell         Hyannis        ","5-01","High Jump","Nebraska"
1973,"Girls","C","Mary Lou Jasnoch   Oshkosh                 ","11.7","100y","Nebraska"
1973,"Girls","C","Cindy DeBusk             Sargent          ","2:27.4","880y","Nebraska"
1973,"Girls","C","Marilyn Wiese          Wood River        ","5-03","High Jump","Nebraska"
1974,"Girls","C","Mary Lou Jasnoch   Oshkosh                       ","11.0","100y","Nebraska"
1974,"Girls","C","Diane Beacon           Emerson               ","2:25.7","880y","Nebraska"
1974,"Girls","C","Debbie Baumert       Howells               ","5-02","High Jump","Nebraska"
1974,"Girls","C","Cindy Keagle         Wakefield                     ","6","High Jump","Nebraska"
1975,"Girls","C","Julie Faris            Tecumseh              ","11.3","100y","Nebraska"
1975,"Girls","C","Danis Richards     Benkelman                  ","2:21.0","880y","Nebraska"
1975,"Girls","C","Kim Peterson       Weeping Water              ","5-02","High Jump","Nebraska"
1976,"Girls","C","Julie Faris            Tecumseh               ","11.1","100y","Nebraska"
1976,"Girls","C","Donna Fox         Bassett                       ","2:20.0","880y","Nebraska"
1976,"Girls","C","Donna Fox              Bassett                ","5:15.1","Mile","Nebraska"
1976,"Girls","C","Patty Gleason           Hastings St. Cecilia  ","5-04","High Jump","Nebraska"
1977,"Girls","C","Julie Jasnoch           Oshkosh               ","11.1","100y","Nebraska"
1977,"Girls","C","Donna Fox             Bassett                ","2:17.6","880y","Nebraska"
1977,"Girls","C","Donna Fox               Bassett               ","5:19.8","Mile","Nebraska"
1977,"Girls","C","Kim Hunt              Battle Creek           ","5-07","High Jump","Nebraska"
1978,"Girls","C","Diane Kush                 David City Aquinas        ","11.4","100y","Nebraska"
1978,"Girls","C","Lisa Young            North Platte St. Patrick   ","2:21.3","880y","Nebraska"
1978,"Girls","C","Sheila Eipperle            Bennington                ","5:26.9","Mile","Nebraska"
1978,"Girls","C","Kare Richters          Centennial         ","5-04","High Jump","Nebraska"
1979,"Girls","C","Ann Polak              David City Aquinas  ","11.8","100y","Nebraska"
1979,"Girls","C","Paula Chace           Laurel                 ","2:19.6","880y","Nebraska"
1979,"Girls","C","Julie Herbolsheimer    Hartington             ","5:20.5","Mile","Nebraska"
1979,"Girls","C","Laurie Brester         Howells                ","5-04","High Jump","Nebraska"
1971,"Girls","D","Beth Baxter         Thedford            ","11.3","100y","Nebraska"
1971,"Girls","D","Linda Mahin             Gurley           ","2:35.1","880y","Nebraska"
1971,"Girls","D","Charlyce Remington   Beaver Valley        ","4-10","High Jump","Nebraska"
1972,"Girls","D","Debbie Quillen       Dix                 ","11.2","100y","Nebraska"
1972,"Girls","D","Linda Mahan          Gurley       ","2:35.8","880y","Nebraska"
1972,"Girls","D","SueAnn Scheraberg    Taylor              ","4-08","High Jump","Nebraska"
1973,"Girls","D","Debbie Quillen       Dix             ","11.7","100y","Nebraska"
1973,"Girls","D","Charlyce Remington      Beaver Valley  ","2:23.7","880y","Nebraska"
1973,"Girls","D","Polly Rothwell   Hyannis        ","5-03","High Jump","Nebraska"
1973,"Girls","D","Donna Weyers     Lewiston               ","4","High Jump","Nebraska"
1974,"Girls","D","Susan McKenzie     Elwood              ","11.6","100y","Nebraska"
1974,"Girls","D","Cindy Vickers           Farnam             ","2:31.7","880y","Nebraska"
1974,"Girls","D","Karol McKenzie       Elwood             ","5-03","High Jump","Nebraska"
1975,"Girls","D","Diane Pearson         Homer             ","11.4","100y","Nebraska"
1975,"Girls","D","Cindy Vickers      Farnam               ","2:20.7","880y","Nebraska"
1975,"Girls","D","Barb Morrison        Lyman                 ","5-02","High Jump","Nebraska"
1976,"Girls","D","Diane Pearson      Homer        ","11.2","100y","Nebraska"
1976,"Girls","D","Lola Osten         Humphrey           ","2:24.1","880y","Nebraska"
1976,"Girls","D","Lola Osten         Humphrey     ","5:36.4","Mile","Nebraska"
1976,"Girls","D","Rhonda Harshman      Malcolm              ","5-03","High Jump","Nebraska"
1977,"Girls","D","Jodi Shoup               Hordville        ","11.4","100y","Nebraska"
1977,"Girls","D","Janet Bornemeier   Elmwood           ","2:21.2","880y","Nebraska"
1977,"Girls","D","Kathie Daffer        Beaver Valley       ","5:39.4","Mile","Nebraska"
1977,"Girls","D","Jennie Krogh         Ruskin              ","5-04","High Jump","Nebraska"
1978,"Girls","D","Jodi Shoup         Hordville     ","11.6","100y","Nebraska"
1978,"Girls","D","Connie Ebert      Clay Center         ","2:25.9","880y","Nebraska"
1978,"Girls","D","Shelley Downer      Harrisburg        ","5:34.7","Mile","Nebraska"
1978,"Girls","D","Jean Miller         Rising City       ","5-01","High Jump","Nebraska"
1979,"Girls","D","Rhonda Wissink      Stratton           ","11.6","100y","Nebraska"
1979,"Girls","D","Mary Torson         Greeley              ","2:23.0","880y","Nebraska"
1979,"Girls","D","Shelly Downer       Harrisburg         ","5:32.8","Mile","Nebraska"
1979,"Girls","D","Brenda Magers      Roseland             ","5-05","High Jump","Nebraska"
1970,"Boys","A","Karl Webb           Omaha North         ","9.8","100y","Nebraska"
1970,"Boys","A","Jeff Wisemiller    Fremont             ","1:57.0","880y","Nebraska"
1970,"Boys","A","Lynn Hall           Grand Island       ","4:16.0","Mile","Nebraska"
1970,"Boys","A","Steve Eymann        Columbus                 ","6-06","High Jump","Nebraska"
1970,"Boys","A","Bill Lauer         North Platte           ","14-06","Pole Vault","Nebraska"
1971,"Boys","A","Dave Buchholz       Hastings           ","10.2","100y","Nebraska"
1971,"Boys","A","Jon Cole           Columbus            ","1:59.1","880y","Nebraska"
1971,"Boys","A","Ron Greeno          Lincoln Northeast  ","4:25.7","Mile","Nebraska"
1971,"Boys","A","Bill Lauer       North Platte     ","14-07.75","Pole Vault","Nebraska"
1972,"Boys","A","Mel Kelley          Boys Town        ","9.8","100y","Nebraska"
1972,"Boys","A","Chris Grieb      North Platte        ","1:54.8","880y","Nebraska"
1972,"Boys","A","Barney Hill         Boys Town       ","4:18.9","Mile","Nebraska"
1972,"Boys","A","Roland McDuffie   Fremont              ","6-06","High Jump","Nebraska"
1972,"Boys","A","Rick McKain       North Platte        ","14-02","Pole Vault","Nebraska"
1973,"Boys","A","Ken Blair           Omaha Central       ","9.9","100y","Nebraska"
1973,"Boys","A","Barney Hill       Boys Town           ","1:53.3","880y","Nebraska"
1973,"Boys","A","Barney Hill         Boys Town          ","4:22.9","Mile","Nebraska"
1973,"Boys","A","Doug Phelps       Hastings             ","6-07","High Jump","Nebraska"
1974,"Boys","A","Steve Blair         Omaha Central     ","9.9","100y","Nebraska"
1974,"Boys","A","Paul McClain     Bellevue            ","1:53.4","880y","Nebraska"
1974,"Boys","A","Kevin Hoffman       Omaha Burke      ","4:27.7","Mile","Nebraska"
1974,"Boys","A","Doug Phelps         Hastings            ","6-07.5","High Jump","Nebraska"
1974,"Boys","A","Vern Hiatt        North Platte        ","14-00","Pole Vault","Nebraska"
1975,"Boys","A","Greg Yates         Omaha South      ","9.8","100y","Nebraska"
1975,"Boys","A","Mark Fluitt       Bellevue            ","1:54.3","880y","Nebraska"
1975,"Boys","A","Dave Hodgens       Omaha Benson    ","4:20.7","Mile","Nebraska"
1975,"Boys","A","Doug Phelps     Hastings             ","6-10","High Jump","Nebraska"
1975,"Boys","A","Steve Liebert     North Platte        ","14-06","Pole Vault","Nebraska"
1976,"Boys","A","Greg Yates          Omaha South        ","9.9","100y","Nebraska"
1976,"Boys","A","Dan Overton     Omaha Westside      ","1:53.7","880y","Nebraska"
1976,"Boys","A","Dan Overton         Omaha Westside    ","4:21.2","Mile","Nebraska"
1976,"Boys","A","Larry Meyer       Fremont            ","6-08","High Jump","Nebraska"
1976,"Boys","A","Kyle Anderson     Millard           ","13-08","Pole Vault","Nebraska"
1977,"Boys","A","Randy Brooks        Creighton Prep      ","9.5","100y","Nebraska"
1977,"Boys","A","Dennis Smith       Millard             ","1:56.8","880y","Nebraska"
1977,"Boys","A","Paul Schultz        Omaha Burke        ","4:21.8","Mile","Nebraska"
1977,"Boys","A","Larry Meyer        Fremont              ","6-11","High Jump","Nebraska"
1977,"Boys","A","Randy Duhrkopf   Bellevue            ","14-06","Pole Vault","Nebraska"
1978,"Boys","A","Mark Patten         Omaha Central       ","9.9","100y","Nebraska"
1978,"Boys","A","Tim McCashland   Lincoln East        ","1:57.0","880y","Nebraska"
1978,"Boys","A","Mark Franco         Creighton Prep     ","4:26.2","Mile","Nebraska"
1978,"Boys","A","Kent VanBriesen   Bellevue East     ","6-06","High Jump","Nebraska"
1978,"Boys","A","Todd Hinkle       Lincoln East     ","14-06","Pole Vault","Nebraska"
1979,"Boys","A","Curt Monson        Norfolk          ","10.2","100y","Nebraska"
1979,"Boys","A","Todd Fisher        Omaha Burke         ","1:55.1","880y","Nebraska"
1979,"Boys","A","Tom Sanduski       Omaha Burke      ","4:22.5","Mile","Nebraska"
1979,"Boys","A","Jim Barauskus      Fremont              ","6-06","High Jump","Nebraska"
1979,"Boys","A","Chris Wentling    Norfolk             ","14-00","Pole Vault","Nebraska"
1970,"Boys","B","Harry Bartling    Bridgeport          ","10.1","100y","Nebraska"
1970,"Boys","B","Jim French          West Point        ","2:00.7","880y","Nebraska"
1970,"Boys","B","Jim Holechek        Sidney            ","2:00.8","880y","Nebraska"
1970,"Boys","B","Dan Zimmerman     Nebraska City       ","4:35.2","Mile","Nebraska"
1970,"Boys","B","Pat Phillis     Bridgeport           ","6-02","High Jump","Nebraska"
1970,"Boys","B","Randy West      Gordon               ","6-00","High Jump","Nebraska"
1970,"Boys","B","Gerald Schnakenberg   Crete             ","13-02","Pole Vault","Nebraska"
1971,"Boys","B","Paul Nevels       Lincoln Pius   ","10.2","100y","Nebraska"
1971,"Boys","B","Jim French         Wahoo                ","1:59.6","880y","Nebraska"
1971,"Boys","B","Ray Hernandez     Ogallala       ","4:32.0","Mile","Nebraska"
1971,"Boys","B","Craig Fleming      Atkinson West Holt    ","6-03","High Jump","Nebraska"
1971,"Boys","B","Delbert Dietz      Gothenburg           ","13-05","Pole Vault","Nebraska"
1972,"Boys","B","Bob Thomas           Elkhorn              ","9.7","100y","Nebraska"
1972,"Boys","B","Nick Swan          Gothenburg           ","1:56.2","880y","Nebraska"
1972,"Boys","B","Ron Galaviz          Ogallala            ","4:24.9","Mile","Nebraska"
1972,"Boys","B","Bryan Steadman    Lexington             ","6-02","High Jump","Nebraska"
1972,"Boys","B","Tim Brechbill       Blair                ","13-04","Pole Vault","Nebraska"
1973,"Boys","B","Mike Thompson      Omaha Holy Name  ","9.7","100y","Nebraska"
1973,"Boys","B","Keith Longmore   Kimball              ","1:58.4","880y","Nebraska"
1973,"Boys","B","Tim Hall            Omaha Paul VI      ","4:30.4","Mile","Nebraska"
1973,"Boys","B","Dave Hahn           Aurora                ","6-04","High Jump","Nebraska"
1973,"Boys","B","Terry Housh         Blair                ","13-06","Pole Vault","Nebraska"
1974,"Boys","B","Mike Thompson     Omaha Holy Name    ","9.7","100y","Nebraska"
1974,"Boys","B","Pat Hodges        Lexington                ","1:55.1","880y","Nebraska"
1974,"Boys","B","Paul Grenseman    Minden              ","4:26.0","Mile","Nebraska"
1974,"Boys","B","Bryan Steadman      Lexington             ","6-06","High Jump","Nebraska"
1974,"Boys","B","Loren Wiederspan    Crete                ","13-06","Pole Vault","Nebraska"
1975,"Boys","B","Kevin Wilkinson   Alliance         ","10.0","100y","Nebraska"
1975,"Boys","B","Jeff Thurman      Nebraska City            ","1:57.3","880y","Nebraska"
1975,"Boys","B","Paul Grenseman     Minden               ","4:24.9","Mile","Nebraska"
1975,"Boys","B","Jeff Nannen         Syracuse              ","6-05","High Jump","Nebraska"
1975,"Boys","B","Kirk Larson           Gothenburg           ","14-00","Pole Vault","Nebraska"
1976,"Boys","B","Don Coleman      Gordon           ","10.0","100y","Nebraska"
1976,"Boys","B","Gary Pingel      Faribury          ","1:58.2","880y","Nebraska"
1976,"Boys","B","Tad Freeburg       Plattsmouth       ","4:26.9","Mile","Nebraska"
1976,"Boys","B","Jeff Nannen         Syracuse          ","6-08.75","High Jump","Nebraska"
1976,"Boys","B","Don Johnson           Broken Bow        ","13-08","Pole Vault","Nebraska"
1977,"Boys","B","Tom Ourada           Crete            ","9.7","100y","Nebraska"
1977,"Boys","B","Craig Moon           Grand Island NW   ","2:00.1","880y","Nebraska"
1977,"Boys","B","Ray Miller         Crete            ","4:31.6","Mile","Nebraska"
1977,"Boys","B","Ed Stuckey        Lexington          ","6-05","High Jump","Nebraska"
1977,"Boys","B","Jay Dyer          Cozad             ","15-00","Pole Vault","Nebraska"
1978,"Boys","B","Todd Brown           Holdrege            ","10.0","100y","Nebraska"
1978,"Boys","B","Shane Petersen    Blair               ","1:58.6","880y","Nebraska"
1978,"Boys","B","Gary Danielson      Kimball              ","4:29.5","Mile","Nebraska"
1978,"Boys","B","Larry Flock         McCook                ","6-09","High Jump","Nebraska"
1978,"Boys","B","Lennie Ambler        Gothenburg           ","15-00.5","Pole Vault","Nebraska"
1979,"Boys","B","Mike Cielocha        Columbus Scotus  ","10.2","100y","Nebraska"
1979,"Boys","B","Mike Wharton     Columbus Lakeview   ","1:58.1","880y","Nebraska"
1979,"Boys","B","Gary Danielson     Kimball              ","4:23.2","Mile","Nebraska"
1979,"Boys","B","Mike Leigh           Platteview            ","6-05","High Jump","Nebraska"
1979,"Boys","B","Lennie Ambler        Gothenburg           ","14-06","Pole Vault","Nebraska"
1970,"Boys","C","Jim Novak              Pender                 ","9.9","100y","Nebraska"
1970,"Boys","C","Loren Brandstetter   Battle Creek            ","1:59.9","880y","Nebraska"
1970,"Boys","C","Roy Ferry              Raymond Central       ","4:28.7","Mile","Nebraska"
1970,"Boys","C","Paul Hegy           Lyons                    ","6-05","High Jump","Nebraska"
1970,"Boys","C","Arnold Lavington    Gibbon                   ","6-00","High Jump","Nebraska"
1970,"Boys","C","Paul Hegy          Lyons                      ","12-09","Pole Vault","Nebraska"
1971,"Boys","C","Bob Thomas         Elkhorn    ","10.3","100y","Nebraska"
1971,"Boys","C","Tom Schleff      Morrill            ","2:00.6","880y","Nebraska"
1971,"Boys","C","Roy Ferry          Raymond Central         ","4:28.3","Mile","Nebraska"
1971,"Boys","C","Dan Harper         Beaver City             ","6-01","High Jump","Nebraska"
1971,"Boys","C","Stan Stubbs        Cairo Centura          ","13-02.25","Pole Vault","Nebraska"
1972,"Boys","C","Don Frerichs           Axtell               ","9.8","100y","Nebraska"
1972,"Boys","C","Gary Little        Mullen                ","1:56.6","880y","Nebraska"
1972,"Boys","C","Jack Schoerer      Hastings St. Cecilia   ","4:24.2","Mile","Nebraska"
1972,"Boys","C","Larry Jakubowski   Howells             ","6-02","High Jump","Nebraska"
1972,"Boys","C","Martin Rotert      Sutherland         ","13-04","Pole Vault","Nebraska"
1973,"Boys","C","Paul Anderson           Burwell              ","10.0","100y","Nebraska"
1973,"Boys","C","Conroy Jefferies   Elkhorn Mt. Michael   ","1:56.3","880y","Nebraska"
1973,"Boys","C","Rodney Brown       Mitchell                ","4:31.7","Mile","Nebraska"
1973,"Boys","C","Tim Mohanna        Cairo Centura            ","6-04","High Jump","Nebraska"
1973,"Boys","C","Don Baumert          Howells                 ","13-00","Pole Vault","Nebraska"
1974,"Boys","C","Mike Kinney             Bassett               ","9.6","100y","Nebraska"
1974,"Boys","C","Tom Long         Hebron             ","1:58.2","880y","Nebraska"
1974,"Boys","C","Gregg Lage          Winside                 ","4:27.9","Mile","Nebraska"
1974,"Boys","C","Tim Mohana        Cairo Centura           ","6-07.25","High Jump","Nebraska"
1974,"Boys","C","Cal Dahlkoetter      Grant           ","13-00","Pole Vault","Nebraska"
1975,"Boys","C","Roger Moderow        Oakland               ","10.0","100y","Nebraska"
1975,"Boys","C","Tom Long          Hebron                 ","1:57.5","880y","Nebraska"
1975,"Boys","C","Randy Cherry       Anlsey           ","4:25.8","Mile","Nebraska"
1975,"Boys","C","Mark Eikmeier    Dodge                    ","6-04","High Jump","Nebraska"
1975,"Boys","C","Mike Foster      Bassett       ","13-06","Pole Vault","Nebraska"
1976,"Boys","C","Roger Moderow         Oakland         ","10.0","100y","Nebraska"
1976,"Boys","C","Scott Poehling    Fremont Bergan    ","1:52.2","880y","Nebraska"
1976,"Boys","C","Scott Poehling      Fremont Bergan          ","4:20.7","Mile","Nebraska"
1976,"Boys","C","Bruce Stahr       Utica Centennial         ","6-05","High Jump","Nebraska"
1976,"Boys","C","Kevin Peterson      Emerson        ","13-08","Pole Vault","Nebraska"
1977,"Boys","C","Roger Moderow         Oakland         ","9.8","100y","Nebraska"
1977,"Boys","C","Ty Martin         Hebron                  ","2:01.2","880y","Nebraska"
1977,"Boys","C","Mike Hoesing        Fremont Bergan       ","4:34.6","Mile","Nebraska"
1977,"Boys","C","Bruce Stahr       Centennial               ","6-05","High Jump","Nebraska"
1977,"Boys","C","Terry Hinkle            Tecumseh          ","13-06","Pole Vault","Nebraska"
1978,"Boys","C","Merril Friedrich     Wausa             ","10.1","100y","Nebraska"
1978,"Boys","C","Craig Thomas     Fremont Bergan     ","1:58.7","880y","Nebraska"
1978,"Boys","C","Tom Zajic            Hemingtord           ","4:31.7","Mile","Nebraska"
1978,"Boys","C","Alan Pagels        West Point            ","6-04","High Jump","Nebraska"
1978,"Boys","C","Tom Westerman        North Bend           ","14-03","Pole Vault","Nebraska"
1979,"Boys","C","Mike Wiesen          Fremont Bergan   ","10.6","100y","Nebraska"
1979,"Boys","C","Terry Burkey    Hebron               ","1:56.2","880y","Nebraska"
1979,"Boys","C","Dan Denson           David City Aquinas   ","4:27.8","Mile","Nebraska"
1979,"Boys","C","Boyd Sorensen        Shelton               ","6-07","High Jump","Nebraska"
1979,"Boys","C","Glen Loontjer        Geneva               ","14-00","Pole Vault","Nebraska"
1979,"Boys","C","Tom Westerman    North Bend     ","13-06","Pole Vault","Nebraska"
1979,"Boys","C","Dave Purdy       Centura        ","13-06","Pole Vault","Nebraska"
1970,"Boys","D","Rod Heuertz          Roseland      ","10.2","100y","Nebraska"
1970,"Boys","D","Ron Bauer        Culbertson          ","1:59.5","880y","Nebraska"
1970,"Boys","D","Ron Molczyk         Humphrey         ","4:26.4","Mile","Nebraska"
1970,"Boys","D","Marlin Loseke       Humphrey                   ","6-00","High Jump","Nebraska"
1971,"Boys","D","Gregg Schneider     Hayes Center  ","10.1","100y","Nebraska"
1971,"Boys","D","Gary Little       Mullen               ","1:59.0","880y","Nebraska"
1971,"Boys","D","Ron Molczyk        Humphrey          ","4:37.7","Mile","Nebraska"
1971,"Boys","D","Robin Casper         Hildreth            ","5-10","High Jump","Nebraska"
1971,"Boys","D","Gene Schaefer        Bertrand           ","13-00.5","Pole Vault","Nebraska"
1972,"Boys","D","Lynn Swanson         Wallace            ","10.2","100y","Nebraska"
1972,"Boys","D","Gary Graesser    Springview           ","2:01.8","880y","Nebraska"
1972,"Boys","D","Eldon Vogt         Naper                ","4:32.6","Mile","Nebraska"
1972,"Boys","D","Mike Miller          Gurley                 ","6-02","High Jump","Nebraska"
1972,"Boys","D","Cliff Church           Brady                  ","12-06","Pole Vault","Nebraska"
1973,"Boys","D","Pat Carlin          Spalding Academy   ","10.1","100y","Nebraska"
1973,"Boys","D","Ed Gogan           Arcadia              ","1:58.6","880y","Nebraska"
1973,"Boys","D","Ron Storant        Humboldt             ","4:41.5","Mile","Nebraska"
1973,"Boys","D","Mike Miller          Gurley                ","6-04","High Jump","Nebraska"
1973,"Boys","D","Roland Rish       Mead              ","13-06","Pole Vault","Nebraska"
1974,"Boys","D","Bill Beyers       Cedar Bluffs                  ","1;58.0","880y","Nebraska"
1974,"Boys","D","Randy Cherry        Ansley              ","4:31.2","Mile","Nebraska"
1974,"Boys","D","Mike Meizner      Madrid Wheatland     ","6-02","High Jump","Nebraska"
1974,"Boys","D","Neal Woolen       Wilcox              ","13-00","Pole Vault","Nebraska"
1975,"Boys","D","Duane Fisher             Medicine Valley  ","10.1","100y","Nebraska"
1975,"Boys","D","Greg Brandl       Humphrey                    ","1:58.1","880y","Nebraska"
1975,"Boys","D","Mike Jarman         Thedford           ","4:25.9","Mile","Nebraska"
1975,"Boys","D","Doug Sutherland   Murdock               ","6-03","High Jump","Nebraska"
1975,"Boys","D","Rod Fitts           Melbeta              ","13-00","Pole Vault","Nebraska"
1976,"Boys","D","Frank Stauffer    Harrisburg  ","10.1","100y","Nebraska"
1976,"Boys","D","Kent Wynne          Harrisburg           ","2:02.0","880y","Nebraska"
1976,"Boys","D","Greg Brandl        Humphrey       ","4:33.4","Mile","Nebraska"
1976,"Boys","D","John Crisler      Sterling              ","6-02","High Jump","Nebraska"
1976,"Boys","D","Rod Fitts        Melbeta        ","13-00","Pole Vault","Nebraska"
1977,"Boys","D","Brent Weaver             Axtell           ","9.9","100y","Nebraska"
1977,"Boys","D","Dan Bristol     Fairmont     ","2:01.8","880y","Nebraska"
1977,"Boys","D","Alan Wiest         Brule              ","4:33.4","Mile","Nebraska"
1977,"Boys","D","Steve Bixler    Hayes Center     ","6-03","High Jump","Nebraska"
1977,"Boys","D","Jeff Walker        Amherst           ","13-03","Pole Vault","Nebraska"
1978,"Boys","D","Dave Covey               Curtis Medicine Valley  ","10.1","100y","Nebraska"
1978,"Boys","D","Maury Costello    Wolbach                  ","2:01.6","880y","Nebraska"
1978,"Boys","D","Dave Lindgren       Benedict             ","4:35.9","Mile","Nebraska"
1978,"Boys","D","Bill Freeman        Taylor                ","6-02","High Jump","Nebraska"
1978,"Boys","D","Jeff Walker         Amherst              ","13-00","Pole Vault","Nebraska"
1979,"Boys","D","Mike Chambers           Holbrook            ","10.4","100y","Nebraska"
1979,"Boys","D","John Cox            Arcadia             ","1:58.6","880y","Nebraska"
1979,"Boys","D","Allen Troester      Hampton              ","4:32.0","Mile","Nebraska"
1979,"Boys","D","Steve Derr        Lyman                 ","6-04","High Jump","Nebraska"
1979,"Boys","D","Bill Gifford      Harrisburg      ","12-06","Pole Vault","Nebraska"
1979,"Boys","D","Mark Kraus        Wheatland       ","12-06","Pole Vault","Nebraska"
1980,"Girls","A","Donna King        Omaha Bryan      ","12.2","100m","Nebraska"
