"State","Year","Gender","Event","Mark"
"Maryland",1998,"Boys","800m",117.44
"Maryland",1998,"Boys","High Jump",1.8796
"Maryland",1998,"Boys","Pole Vault",3.6576
"Maryland",1998,"Girls","100m",12.22
"Maryland",1998,"Girls","1600m",306.73
"Maryland",1998,"Girls","800m",136.03
"Maryland",1998,"Girls","High Jump",1.4986
"Maryland",1998,"Girls","Pole Vault",2.8194
"Maryland",1999,"Boys","100m",10.63
"Maryland",1999,"Boys","1600m",257.72
"Maryland",1999,"Boys","800m",114.22
"Maryland",1999,"Boys","High Jump",1.8796
"Maryland",1999,"Boys","Pole Vault",4.191
"Maryland",1999,"Girls","100m",11.8
"Maryland",1999,"Girls","1600m",307.57
"Maryland",1999,"Girls","800m",137.62
"Maryland",1999,"Girls","High Jump",1.5748
"Maryland",1999,"Girls","Pole Vault",2.7432
"Maryland",2000,"Boys","100m",11
"Maryland",2000,"Boys","1600m",259.58
"Maryland",2000,"Boys","800m",113.71
"Maryland",2000,"Boys","High Jump",1.9304
"Maryland",2000,"Boys","Pole Vault",4.1148
"Maryland",2000,"Girls","100m",12.15
"Maryland",2000,"Girls","1600m",304.06
"Maryland",2000,"Girls","800m",137.15
"Maryland",2000,"Girls","High Jump",1.524
"Maryland",2000,"Girls","Pole Vault",2.8956
"Maryland",2001,"Boys","100m",11.16
"Maryland",2001,"Boys","1600m",252.03
"Maryland",2001,"Boys","800m",112.3
"Maryland",2001,"Boys","High Jump",1.8796
"Maryland",2001,"Boys","Pole Vault",3.5052
"Maryland",2001,"Girls","100m",12.06
"Maryland",2001,"Girls","1600m",310.21
"Maryland",2001,"Girls","800m",137.12
"Maryland",2001,"Girls","High Jump",1.524
"Maryland",2001,"Girls","Pole Vault",2.8956
"Maryland",2002,"Boys","100m",11.02
"Maryland",2002,"Boys","1600m",247.11
"Maryland",2002,"Boys","800m",115.69
"Maryland",2002,"Boys","High Jump",1.9812
"Maryland",2002,"Boys","Pole Vault",3.6576
"Maryland",2002,"Girls","100m",11.8
"Maryland",2002,"Girls","1600m",302.3
"Maryland",2002,"Girls","800m",134.21
"Maryland",2002,"Girls","High Jump",1.5748
"Maryland",2002,"Girls","Pole Vault",2.8956
"Maryland",2003,"Boys","100m",10.85
"Maryland",2003,"Boys","1600m",258.87
"Maryland",2003,"Boys","800m",117.02
"Maryland",2003,"Boys","High Jump",1.9304
"Maryland",2003,"Boys","Pole Vault",3.6576
"Maryland",2003,"Girls","100m",12.08
"Maryland",2003,"Girls","1600m",306.5
"Maryland",2003,"Girls","800m",134.77
"Maryland",2003,"Girls","High Jump",1.5748
"Maryland",2003,"Girls","Pole Vault",2.7432
"Maryland",2004,"Boys","100m",10.64
"Maryland",2004,"Boys","1600m",261.09
"Maryland",2004,"Boys","800m",116.22
"Maryland",2004,"Boys","High Jump",1.8796
"Maryland",2004,"Boys","Pole Vault",3.6576
"Maryland",2004,"Girls","100m",12.06
"Maryland",2004,"Girls","1600m",295.75
"Maryland",2004,"Girls","800m",133.73
"Maryland",2004,"Girls","High Jump",1.5748
"Maryland",2004,"Girls","Pole Vault",2.5908
"Maryland",2005,"Boys","100m",10.99
"Maryland",2005,"Boys","1600m",259.61
"Maryland",2005,"Boys","800m",115.94
"Maryland",2005,"Boys","High Jump",1.9304
"Maryland",2005,"Boys","Pole Vault",3.5052
"Maryland",2005,"Girls","100m",11.97
"Maryland",2005,"Girls","1600m",296.92
"Maryland",2005,"Girls","800m",135.58
"Maryland",2005,"Girls","High Jump",1.524
"Maryland",2005,"Girls","Pole Vault",2.8956
"Maryland",2006,"Boys","100m",10.67
"Maryland",2006,"Boys","1600m",257.24
"Maryland",2006,"Boys","800m",115.24
"Maryland",2006,"Boys","High Jump",1.9304
"Maryland",2006,"Boys","Pole Vault",3.81
"Maryland",2006,"Girls","100m",11.99
"Maryland",2006,"Girls","1600m",301.17
"Maryland",2006,"Girls","800m",135.21
"Maryland",2006,"Girls","High Jump",1.5748
"Maryland",2006,"Girls","Pole Vault",2.7432
"Maryland",2007,"Boys","100m",10.63
"Maryland",2007,"Boys","1600m",244.09
"Maryland",2007,"Boys","800m",113.73
"Maryland",2007,"Boys","High Jump",1.9304
"Maryland",2007,"Boys","Pole Vault",3.9624
"Maryland",2007,"Girls","100m",11.82
"Maryland",2007,"Girls","1600m",297.44
"Maryland",2007,"Girls","800m",134.02
"Maryland",2007,"Girls","High Jump",1.5748
"Maryland",2007,"Girls","Pole Vault",2.7432
"Maryland",2008,"Boys","100m",10.64
"Maryland",2008,"Boys","1600m",260.13
"Maryland",2008,"Boys","800m",112.83
"Maryland",2008,"Boys","High Jump",1.8796
"Maryland",2008,"Boys","Pole Vault",4.1148
"Maryland",2008,"Girls","100m",11.77
"Maryland",2008,"Girls","1600m",304.59
"Maryland",2008,"Girls","800m",131.31
"Maryland",2008,"Girls","High Jump",1.5748
"Maryland",2008,"Girls","Pole Vault",2.8956
"Maryland",2009,"Boys","100m",10.93
"Maryland",2009,"Boys","1600m",257.9
"Maryland",2009,"Boys","800m",115.19
"Maryland",2009,"Boys","High Jump",1.9812
"Maryland",2009,"Boys","Pole Vault",3.9624
"Maryland",2009,"Girls","100m",11.81
"Maryland",2009,"Girls","1600m",300.48
"Maryland",2009,"Girls","800m",137.19
"Maryland",2009,"Girls","High Jump",1.5748
"Maryland",2009,"Girls","Pole Vault",2.7432
"Maryland",2010,"Boys","100m",10.86
"Maryland",2010,"Boys","1600m",257.94
"Maryland",2010,"Boys","800m",114.77
"Maryland",2010,"Boys","High Jump",1.8796
"Maryland",2010,"Boys","Pole Vault",3.6576
"Maryland",2010,"Girls","100m",11.94
"Maryland",2010,"Girls","1600m",300.17
"Maryland",2010,"Girls","800m",133.54
"Maryland",2010,"Girls","High Jump",1.6256
"Maryland",2010,"Girls","Pole Vault",2.8956
"Maryland",2011,"Boys","100m",10.88
"Maryland",2011,"Boys","1600m",256.43
"Maryland",2011,"Boys","800m",112.53
"Maryland",2011,"Boys","High Jump",1.9304
"Maryland",2011,"Boys","Pole Vault",3.6576
"Maryland",2011,"Girls","100m",11.85
"Maryland",2011,"Girls","1600m",300.25
"Maryland",2011,"Girls","800m",132.32
"Maryland",2011,"Girls","High Jump",1.6256
"Maryland",2011,"Girls","Pole Vault",3.048
"Maryland",2012,"Boys","100m",10.56
"Maryland",2012,"Boys","1600m",255.91
"Maryland",2012,"Boys","800m",114.5
"Maryland",2012,"Boys","High Jump",1.8796
"Maryland",2012,"Boys","Pole Vault",3.9624
"Maryland",2012,"Girls","100m",11.91
"Maryland",2012,"Girls","1600m",300.42
"Maryland",2012,"Girls","800m",132.02
"Maryland",2012,"Girls","High Jump",1.6256
"Maryland",2012,"Girls","Pole Vault",2.7432
"Maryland",2013,"Boys","100m",10.65
"Maryland",2013,"Boys","1600m",254.49
"Maryland",2013,"Boys","800m",114.27
"Maryland",2013,"Boys","High Jump",1.8796
"Maryland",2013,"Boys","Pole Vault",3.9624
"Maryland",2013,"Girls","100m",12.05
"Maryland",2013,"Girls","1600m",305.34
"Maryland",2013,"Girls","800m",137.27
"Maryland",2013,"Girls","High Jump",1.524
"Maryland",2013,"Girls","Pole Vault",3.048
"Maryland",2014,"Boys","100m",10.62
"Maryland",2014,"Boys","1600m",255.95
"Maryland",2014,"Boys","800m",114.88
"Maryland",2014,"Boys","High Jump",1.8796
"Maryland",2014,"Boys","Pole Vault",3.9624
"Maryland",2014,"Girls","100m",11.81
"Maryland",2014,"Girls","1600m",296.94
"Maryland",2014,"Girls","800m",133.45
"Maryland",2014,"Girls","High Jump",1.5748
"Maryland",2014,"Girls","Pole Vault",2.8956
"Maryland",2015,"Boys","100m",10.69
"Maryland",2015,"Boys","1600m",256.05
"Maryland",2015,"Boys","800m",113.4
"Maryland",2015,"Boys","High Jump",1.8288
"Maryland",2015,"Boys","Pole Vault",3.9624
"Maryland",2015,"Girls","100m",11.97
"Maryland",2015,"Girls","1600m",295.14
"Maryland",2015,"Girls","800m",134.21
"Maryland",2015,"Girls","High Jump",1.5748
"Maryland",2015,"Girls","Pole Vault",3.048
"Maryland",2016,"Boys","100m",10.65
"Maryland",2016,"Boys","1600m",259.91
"Maryland",2016,"Boys","800m",115.22
"Maryland",2016,"Boys","High Jump",1.8796
"Maryland",2016,"Boys","Pole Vault",3.6576
"Maryland",2016,"Girls","100m",11.93
"Maryland",2016,"Girls","1600m",296.93
"Maryland",2016,"Girls","800m",134.45
"Maryland",2016,"Girls","High Jump",1.6256
"Maryland",2016,"Girls","Pole Vault",2.7432
"Maryland",2017,"Boys","100m",10.71
"Maryland",2017,"Boys","1600m",251.94
"Maryland",2017,"Boys","800m",112.62
"Maryland",2017,"Boys","High Jump",1.8796
"Maryland",2017,"Boys","Pole Vault",4.1148
"Maryland",2017,"Girls","100m",11.92
"Maryland",2017,"Girls","1600m",291.21
"Maryland",2017,"Girls","800m",131.27
"Maryland",2017,"Girls","High Jump",1.5748
"Maryland",2017,"Girls","Pole Vault",2.7432
"Maryland",2018,"Boys","100m",10.62
"Maryland",2018,"Boys","1600m",257.1
"Maryland",2018,"Boys","800m",110.9
"Maryland",2018,"Boys","High Jump",1.8796
"Maryland",2018,"Boys","Pole Vault",4.191
"Maryland",2018,"Girls","100m",11.63
"Maryland",2018,"Girls","1600m",291.43
"Maryland",2018,"Girls","800m",132.64
"Maryland",2018,"Girls","High Jump",1.6256
"Maryland",2018,"Girls","Pole Vault",2.8956
"Maryland",2019,"Boys","100m",10.81
"Maryland",2019,"Boys","1600m",254.6
"Maryland",2019,"Boys","800m",114.3
"Maryland",2019,"Boys","High Jump",1.8796
"Maryland",2019,"Boys","Pole Vault",3.9624
"Maryland",2019,"Girls","100m",12.25
"Maryland",2019,"Girls","1600m",302.45
"Maryland",2019,"Girls","800m",135.82
"Maryland",2019,"Girls","High Jump",1.6256
"Maryland",2019,"Girls","Pole Vault",3.048
"Massachusetts",1978,"Boys","100m",10.91812
"Massachusetts",1978,"Boys","1600m",253.67013
"Massachusetts",1978,"Boys","800m",114.104334
"Massachusetts",1978,"Boys","High Jump",2.0066
"Massachusetts",1978,"Boys","Pole Vault",4.1148
"Massachusetts",1978,"Girls","100m",12.75604
"Massachusetts",1978,"Girls","1600m",292.950972
"Massachusetts",1978,"Girls","800m",131.274168
"Massachusetts",1978,"Girls","High Jump",1.6764
"Massachusetts",1979,"Boys","100m",11.29008
"Massachusetts",1979,"Boys","1600m",259.008984
"Massachusetts",1979,"Boys","800m",114.104334
"Massachusetts",1979,"Boys","High Jump",2.032
"Massachusetts",1979,"Boys","Pole Vault",3.9624
"Massachusetts",1979,"Girls","100m",12.60288
"Massachusetts",1979,"Girls","1600m",298.438956
"Massachusetts",1979,"Girls","800m",133.501176
"Massachusetts",1979,"Girls","High Jump",1.7018
"Massachusetts",1980,"Boys","100m",11.1041
"Massachusetts",1980,"Boys","1600m",255.718182
"Massachusetts",1980,"Boys","800m",115.545924
"Massachusetts",1980,"Boys","High Jump",2.0828
"Massachusetts",1980,"Boys","Pole Vault",4.1148
"Massachusetts",1980,"Girls","100m",12.6357
"Massachusetts",1980,"Girls","1600m",305.179632
"Massachusetts",1980,"Girls","800m",138.54177
"Massachusetts",1980,"Girls","High Jump",1.6764
"Massachusetts",1981,"Boys","100m",10.2836
"Massachusetts",1981,"Boys","1600m",259.158114
"Massachusetts",1981,"Boys","800m",114.53184
"Massachusetts",1981,"Boys","High Jump",2.0828
"Massachusetts",1981,"Boys","Pole Vault",4.318
"Massachusetts",1981,"Girls","100m",12.581
"Massachusetts",1981,"Girls","1600m",291.917004
"Massachusetts",1981,"Girls","800m",132.52686
"Massachusetts",1981,"Girls","High Jump",1.7272
"Massachusetts",1982,"Boys","100m",11
"Massachusetts",1982,"Boys","1600m",253.22274
"Massachusetts",1982,"Boys","800m",115.7
"Massachusetts",1982,"Boys","High Jump",2.032
"Massachusetts",1982,"Girls","100m",12.5
"Massachusetts",1982,"Girls","1600m",296.96754
"Massachusetts",1982,"Girls","800m",131.7
"Massachusetts",1982,"Girls","High Jump",1.6764
"Massachusetts",1983,"Boys","100m",11.17
"Massachusetts",1983,"Boys","1600m",255.738066
"Massachusetts",1983,"Boys","800m",113.48
"Massachusetts",1983,"Boys","High Jump",2.032
"Massachusetts",1983,"Boys","Pole Vault",4.1148
"Massachusetts",1983,"Girls","100m",12.22
"Massachusetts",1983,"Girls","1600m",294.193722
"Massachusetts",1983,"Girls","800m",133.37
"Massachusetts",1983,"Girls","High Jump",1.7526
"Massachusetts",1984,"Boys","100m",10.6
"Massachusetts",1984,"Boys","1600m",259.88388
"Massachusetts",1984,"Boys","800m",116.2
"Massachusetts",1984,"Boys","High Jump",2.032
"Massachusetts",1984,"Boys","Pole Vault",4.1148
"Massachusetts",1984,"Girls","100m",11.9
"Massachusetts",1984,"Girls","1600m",304.2252
"Massachusetts",1984,"Girls","800m",133.5
"Massachusetts",1984,"Girls","High Jump",1.7272
"Massachusetts",1985,"Boys","100m",11.22
"Massachusetts",1985,"Boys","1600m",261.534252
"Massachusetts",1985,"Boys","800m",116.62
"Massachusetts",1985,"Girls","100m",11.36
"Massachusetts",1985,"Girls","1600m",301.182948
"Massachusetts",1985,"Girls","800m",134.66
"Massachusetts",1985,"Girls","High Jump",1.651
"Massachusetts",1986,"Boys","100m",11
"Massachusetts",1986,"Boys","1600m",254.723982
"Massachusetts",1986,"Boys","800m",113.63
"Massachusetts",1986,"Boys","High Jump",2.032
"Massachusetts",1986,"Boys","Pole Vault",3.81
"Massachusetts",1986,"Girls","100m",12.3
"Massachusetts",1986,"Girls","1600m",301.481208
"Massachusetts",1986,"Girls","800m",132.16
"Massachusetts",1986,"Girls","High Jump",1.6256
"Massachusetts",1987,"Boys","100m",10.7
"Massachusetts",1987,"Boys","1600m",257.428206
"Massachusetts",1987,"Boys","800m",113.6
"Massachusetts",1987,"Boys","High Jump",2.1336
"Massachusetts",1987,"Boys","Pole Vault",3.9624
"Massachusetts",1987,"Girls","100m",11.8
"Massachusetts",1987,"Girls","1600m",299.55246
"Massachusetts",1987,"Girls","800m",133.23
"Massachusetts",1987,"Girls","High Jump",1.778
"Massachusetts",1988,"Boys","100m",11
"Massachusetts",1988,"Boys","1600m",254.41578
"Massachusetts",1988,"Boys","800m",111.8
"Massachusetts",1988,"Boys","High Jump",1.9304
"Massachusetts",1988,"Boys","Pole Vault",3.81
"Massachusetts",1988,"Girls","100m",12.1
"Massachusetts",1988,"Girls","1600m",308.6991
"Massachusetts",1988,"Girls","800m",134.3
"Massachusetts",1988,"Girls","High Jump",1.7018
"Massachusetts",1989,"Boys","100m",10.92
"Massachusetts",1989,"Boys","1600m",262.588104
"Massachusetts",1989,"Boys","800m",118.21
"Massachusetts",1989,"Boys","High Jump",1.9812
"Massachusetts",1989,"Boys","Pole Vault",4.1148
"Massachusetts",1989,"Girls","100m",12.46
"Massachusetts",1989,"Girls","1600m",306.770352
"Massachusetts",1989,"Girls","800m",137.33
"Massachusetts",1989,"Girls","High Jump",1.6256
"Massachusetts",1990,"Boys","100m",10.83
"Massachusetts",1990,"Boys","1600m",259.356954
"Massachusetts",1990,"Boys","800m",113.79
"Massachusetts",1990,"Boys","High Jump",2.032
"Massachusetts",1990,"Boys","Pole Vault",4.2672
"Massachusetts",1990,"Girls","100m",12.83
"Massachusetts",1990,"Girls","1600m",304.593054
"Massachusetts",1990,"Girls","800m",138.35
"Massachusetts",1990,"Girls","High Jump",1.6764
"Massachusetts",1991,"Boys","100m",11.4
"Massachusetts",1991,"Boys","1600m",259.38678
"Massachusetts",1991,"Boys","800m",116.6
"Massachusetts",1991,"Boys","High Jump",2.032
"Massachusetts",1991,"Boys","Pole Vault",4.1148
"Massachusetts",1991,"Girls","100m",12.65
"Massachusetts",1991,"Girls","1600m",316.473744
"Massachusetts",1991,"Girls","800m",131.91
"Massachusetts",1991,"Girls","High Jump",1.7272
"Massachusetts",1992,"Boys","100m",11.14
"Massachusetts",1992,"Boys","1600m",258.521826
"Massachusetts",1992,"Boys","800m",114.89
"Massachusetts",1992,"Boys","High Jump",2.0828
"Massachusetts",1992,"Boys","Pole Vault",3.81
"Massachusetts",1992,"Girls","100m",12.73
"Massachusetts",1992,"Girls","1600m",303.091812
"Massachusetts",1992,"Girls","800m",134.31
"Massachusetts",1992,"Girls","High Jump",1.778
"Massachusetts",1993,"Boys","100m",10.8
"Massachusetts",1993,"Boys","1600m",255.11172
"Massachusetts",1993,"Boys","800m",116.02
"Massachusetts",1993,"Boys","High Jump",1.9812
"Massachusetts",1993,"Boys","Pole Vault",4.1148
"Massachusetts",1993,"Girls","100m",12.35
"Massachusetts",1993,"Girls","1600m",297.71319
"Massachusetts",1993,"Girls","800m",136.89
"Massachusetts",1993,"Girls","High Jump",1.6764
"Massachusetts",1994,"Boys","100m",10.53
"Massachusetts",1994,"Boys","1600m",259.704924
"Massachusetts",1994,"Boys","800m",117.8
"Massachusetts",1994,"Boys","High Jump",2.0828
"Massachusetts",1994,"Boys","Pole Vault",4.1148
"Massachusetts",1994,"Girls","100m",12.31
"Massachusetts",1994,"Girls","1600m",300.268284
"Massachusetts",1994,"Girls","800m",137.11
"Massachusetts",1994,"Girls","High Jump",1.6764
"Massachusetts",1995,"Boys","100m",10.8
"Massachusetts",1995,"Boys","1600m",257.9949
"Massachusetts",1995,"Boys","800m",114.6
"Massachusetts",1995,"Boys","High Jump",2.032
"Massachusetts",1995,"Boys","Pole Vault",4.1148
"Massachusetts",1995,"Girls","100m",12.1
"Massachusetts",1995,"Girls","1600m",287.92032
"Massachusetts",1995,"Girls","800m",136.1
"Massachusetts",1995,"Girls","High Jump",1.7272
"Massachusetts",1996,"Boys","100m",10.9
"Massachusetts",1996,"Boys","1600m",251.08521
"Massachusetts",1996,"Boys","800m",115.25
"Massachusetts",1996,"Boys","High Jump",2.032
"Massachusetts",1996,"Boys","Pole Vault",3.9624
"Massachusetts",1996,"Girls","100m",12.18
"Massachusetts",1996,"Girls","1600m",301.998192
"Massachusetts",1996,"Girls","800m",136.54
"Massachusetts",1996,"Girls","High Jump",1.7272
"Massachusetts",1996,"Girls","Pole Vault",3.6576
"Massachusetts",1997,"Boys","100m",10.75
"Massachusetts",1997,"Boys","1600m",253.521
"Massachusetts",1997,"Boys","800m",112.97
"Massachusetts",1997,"Boys","High Jump",2.032
"Massachusetts",1997,"Boys","Pole Vault",4.2672
"Massachusetts",1997,"Girls","100m",12.21
"Massachusetts",1997,"Girls","1600m",305.945166
"Massachusetts",1997,"Girls","800m",134.91
"Massachusetts",1997,"Girls","High Jump",1.6256
"Massachusetts",1997,"Girls","Pole Vault",3.5306
"Massachusetts",1998,"Boys","100m",11.05
"Massachusetts",1998,"Boys","1600m",254.326302
"Massachusetts",1998,"Boys","800m",112.44
"Massachusetts",1998,"Boys","High Jump",1.9812
"Massachusetts",1998,"Boys","Pole Vault",4.2672
"Massachusetts",1998,"Girls","100m",12.28
"Massachusetts",1998,"Girls","1600m",299.373504
"Massachusetts",1998,"Girls","800m",132.99
"Massachusetts",1998,"Girls","High Jump",1.6764
"Massachusetts",1998,"Girls","Pole Vault",3.3528
"Massachusetts",1999,"Boys","100m",11.24
"Massachusetts",1999,"Boys","1600m",245.21943
"Massachusetts",1999,"Boys","800m",113.74
"Massachusetts",1999,"Boys","High Jump",2.0828
"Massachusetts",1999,"Boys","Pole Vault",4.1148
"Massachusetts",1999,"Girls","100m",12.46
"Massachusetts",1999,"Girls","1600m",284.559924
"Massachusetts",1999,"Girls","800m",130.47
"Massachusetts",1999,"Girls","High Jump",1.7272
"Massachusetts",1999,"Girls","Pole Vault",3.5052
"Massachusetts",2000,"Boys","100m",11.09
"Massachusetts",2000,"Boys","1600m",258.39258
"Massachusetts",2000,"Boys","800m",114.76
"Massachusetts",2000,"Boys","High Jump",2.032
"Massachusetts",2000,"Girls","100m",12.55
"Massachusetts",2000,"Girls","1600m",290.684196
"Massachusetts",2000,"Girls","800m",133.86
"Massachusetts",2000,"Girls","High Jump",1.6256
"Massachusetts",2001,"Boys","100m",10.7
"Massachusetts",2001,"Boys","1600m",255.80766
"Massachusetts",2001,"Boys","800m",111.1
"Massachusetts",2001,"Boys","High Jump",1.9812
"Massachusetts",2001,"Girls","100m",12.2
"Massachusetts",2001,"Girls","1600m",292.09596
"Massachusetts",2001,"Girls","800m",133.7
"Massachusetts",2001,"Girls","High Jump",1.5748
"Massachusetts",2002,"Boys","100m",10.94
"Massachusetts",2002,"Boys","1600m",257.438148
"Massachusetts",2002,"Boys","800m",113.52
"Massachusetts",2002,"Boys","High Jump",2.1336
"Massachusetts",2002,"Boys","Pole Vault",4.2672
"Massachusetts",2002,"Girls","100m",12.2
"Massachusetts",2002,"Girls","1600m",292.274916
"Massachusetts",2002,"Girls","800m",128.74
"Massachusetts",2002,"Girls","High Jump",1.6764
"Massachusetts",2002,"Girls","Pole Vault",3.81
"Massachusetts",2003,"Boys","100m",11.17
"Massachusetts",2003,"Boys","1600m",248.132436
"Massachusetts",2003,"Boys","800m",113.95
"Massachusetts",2003,"Boys","High Jump",2.1336
"Massachusetts",2003,"Boys","Pole Vault",3.9624
"Massachusetts",2003,"Girls","100m",12.31
"Massachusetts",2003,"Girls","1600m",275.622066
"Massachusetts",2003,"Girls","800m",133.44
"Massachusetts",2003,"Girls","High Jump",1.6764
"Massachusetts",2003,"Girls","Pole Vault",3.9624
"Massachusetts",2004,"Boys","100m",10.93
"Massachusetts",2004,"Boys","1600m",243.718188
"Massachusetts",2004,"Boys","800m",114.06
"Massachusetts",2004,"Boys","High Jump",2.0066
"Massachusetts",2004,"Boys","Pole Vault",4.1148
"Massachusetts",2004,"Girls","100m",12.19
"Massachusetts",2004,"Girls","1600m",289.550808
"Massachusetts",2004,"Girls","800m",135.57
"Massachusetts",2004,"Girls","High Jump",1.6764
"Massachusetts",2004,"Girls","Pole Vault",3.556
"Massachusetts",2005,"Boys","100m",10.87
"Massachusetts",2005,"Boys","1600m",258.064494
"Massachusetts",2005,"Boys","800m",114.01
"Massachusetts",2005,"Boys","High Jump",1.9812
"Massachusetts",2005,"Boys","Pole Vault",4.1148
"Massachusetts",2005,"Girls","100m",12.17
"Massachusetts",2005,"Girls","1600m",305.378472
"Massachusetts",2005,"Girls","800m",133.25
"Massachusetts",2005,"Girls","High Jump",1.6764
"Massachusetts",2005,"Girls","Pole Vault",3.2004
"Massachusetts",2006,"Boys","100m",11.06
"Massachusetts",2006,"Boys","1600m",253.12332
"Massachusetts",2006,"Boys","800m",113.52
"Massachusetts",2006,"Boys","High Jump",1.9812
"Massachusetts",2006,"Boys","Pole Vault",4.4196
"Massachusetts",2006,"Girls","100m",12.48
"Massachusetts",2006,"Girls","1600m",292.622886
"Massachusetts",2006,"Girls","800m",133.43
"Massachusetts",2006,"Girls","High Jump",1.6764
"Massachusetts",2006,"Girls","Pole Vault",3.2004
"Massachusetts",2007,"Boys","100m",10.79
"Massachusetts",2007,"Boys","1600m",251.63202
"Massachusetts",2007,"Boys","800m",113.52
"Massachusetts",2007,"Boys","High Jump",2.0066
"Massachusetts",2007,"Boys","Pole Vault",4.4196
"Massachusetts",2007,"Girls","100m",12.53
"Massachusetts",2007,"Girls","1600m",297.037134
"Massachusetts",2007,"Girls","800m",131.88
"Massachusetts",2007,"Girls","High Jump",1.6764
"Massachusetts",2007,"Girls","Pole Vault",3.3528
"Massachusetts",2008,"Boys","100m",10.93
"Massachusetts",2008,"Boys","1600m",252.357786
"Massachusetts",2008,"Boys","800m",115.03
"Massachusetts",2008,"Boys","High Jump",2.032
"Massachusetts",2008,"Boys","Pole Vault",4.2672
"Massachusetts",2008,"Girls","100m",12.34
"Massachusetts",2008,"Girls","1600m",297.71319
"Massachusetts",2008,"Girls","800m",133.04
"Massachusetts",2008,"Girls","High Jump",1.6764
"Massachusetts",2008,"Girls","Pole Vault",3.3782
"Massachusetts",2009,"Boys","100m",10.85
"Massachusetts",2009,"Boys","1600m",253.063668
"Massachusetts",2009,"Boys","800m",112.66
"Massachusetts",2009,"Boys","High Jump",2.1082
"Massachusetts",2009,"Boys","Pole Vault",4.4196
"Massachusetts",2009,"Girls","100m",12.19
"Massachusetts",2009,"Girls","1600m",287.47293
"Massachusetts",2009,"Girls","800m",134.13
"Massachusetts",2009,"Girls","High Jump",1.6764
"Massachusetts",2009,"Girls","Pole Vault",3.7084
"Massachusetts",2010,"Boys","100m",10.75
"Massachusetts",2010,"Boys","1600m",251.73144
"Massachusetts",2010,"Boys","800m",113.97
"Massachusetts",2010,"Boys","High Jump",1.9812
"Massachusetts",2010,"Boys","Pole Vault",4.572
"Massachusetts",2010,"Girls","100m",12.12
"Massachusetts",2010,"Girls","1600m",294.372678
"Massachusetts",2010,"Girls","800m",132.89
"Massachusetts",2010,"Girls","High Jump",1.7018
"Massachusetts",2010,"Girls","Pole Vault",3.3528
"Massachusetts",2011,"Boys","100m",10.8
"Massachusetts",2011,"Boys","1600m",257.736408
"Massachusetts",2011,"Boys","800m",114.03
"Massachusetts",2011,"Boys","High Jump",2.032
"Massachusetts",2011,"Boys","Pole Vault",4.572
"Massachusetts",2011,"Girls","100m",12.23
"Massachusetts",2011,"Girls","1600m",298.687506
"Massachusetts",2011,"Girls","800m",130.41
"Massachusetts",2011,"Girls","High Jump",1.7272
"Massachusetts",2011,"Girls","Pole Vault",3.3528
"Massachusetts",2012,"Boys","100m",10.75
"Massachusetts",2012,"Boys","1600m",246.442296
"Massachusetts",2012,"Boys","800m",111.99
"Massachusetts",2012,"Boys","High Jump",2.032
"Massachusetts",2012,"Boys","Pole Vault",4.6482
"Massachusetts",2012,"Girls","100m",12.31
"Massachusetts",2012,"Girls","1600m",298.16058
"Massachusetts",2012,"Girls","800m",132.66
"Massachusetts",2012,"Girls","High Jump",1.7272
"Massachusetts",2012,"Girls","Pole Vault",3.5052
"Massachusetts",2013,"Boys","100m",10.72
"Massachusetts",2013,"Boys","1600m",259.177998
"Massachusetts",2013,"Boys","800m",113.53
"Massachusetts",2013,"Boys","High Jump",1.9812
"Massachusetts",2013,"Boys","Pole Vault",4.2672
"Massachusetts",2013,"Girls","100m",12.12
"Massachusetts",2013,"Girls","1600m",298.985766
"Massachusetts",2013,"Girls","800m",129.29
"Massachusetts",2013,"Girls","High Jump",1.6764
"Massachusetts",2013,"Girls","Pole Vault",3.3528
"Massachusetts",2014,"Boys","100m",10.68
"Massachusetts",2014,"Boys","1600m",253.938564
"Massachusetts",2014,"Boys","800m",112.97
"Massachusetts",2014,"Boys","High Jump",2.032
"Massachusetts",2014,"Boys","Pole Vault",4.191
"Massachusetts",2014,"Girls","100m",12.08
"Massachusetts",2014,"Girls","1600m",294.48204
"Massachusetts",2014,"Girls","800m",127.14
"Massachusetts",2014,"Girls","High Jump",1.6764
"Massachusetts",2014,"Girls","Pole Vault",3.5814
"Massachusetts",2015,"Boys","100m",10.69
"Massachusetts",2015,"Boys","1600m",254.36607
"Massachusetts",2015,"Boys","800m",112.72
"Massachusetts",2015,"Boys","High Jump",1.9812
"Massachusetts",2015,"Boys","Pole Vault",4.191
"Massachusetts",2015,"Girls","100m",11.97
"Massachusetts",2015,"Girls","1600m",292.115844
"Massachusetts",2015,"Girls","800m",130.27
"Massachusetts",2015,"Girls","High Jump",1.7526
"Massachusetts",2015,"Girls","Pole Vault",3.5814
"Massachusetts",2016,"Boys","100m",10.77
"Massachusetts",2016,"Boys","1600m",256.10592
"Massachusetts",2016,"Boys","800m",111.17
"Massachusetts",2016,"Boys","High Jump",2.032
"Massachusetts",2016,"Boys","Pole Vault",4.572
"Massachusetts",2016,"Girls","100m",11.89
"Massachusetts",2016,"Girls","1600m",292.235148
"Massachusetts",2016,"Girls","800m",131.55
"Massachusetts",2016,"Girls","High Jump",1.6764
