"State","Year","Event","Gender","Mark","Mark.Note"
"Kansas","1999","High Jump","Girls","5-3",NA
"Kansas","2000","High Jump","Girls","5-10.50",NA
"Kansas","2001","High Jump","Girls","5-6",NA
"Kansas","2002","High Jump","Girls","5-4",NA
"Kansas","2003","High Jump","Girls","5-2",NA
"Kansas","2004","High Jump","Girls","5-4",NA
"Kansas","2005","High Jump","Girls","5-2",NA
"Kansas","2006","High Jump","Girls","5-2",NA
"Kansas","2007","High Jump","Girls","5-2",NA
"Kansas","2008","High Jump","Girls","5-4",NA
"Kansas","2009","High Jump","Girls","5-6",NA
"Kansas","2010","High Jump","Girls","5-4",NA
"Kansas","2011","High Jump","Girls","5-4",NA
"Kansas","2012","High Jump","Girls","5-9",NA
"Kansas","2013","High Jump","Girls","5-6",NA
"Kansas","2014","High Jump","Girls","5-4",NA
"Kansas","2015","High Jump","Girls","5-8",NA
"Kansas","2016","High Jump","Girls","5-6",NA
"Kansas","2017","High Jump","Girls","5-6",NA
"Kansas","2018","High Jump","Girls","5-2",NA
"Kansas","2019","High Jump","Girls","5-4",NA
"Kansas","2021","High Jump","Girls","5-2",NA
"Kansas","2000","Pole Vault","Girls","10-00",NA
"Kansas","2001","Pole Vault","Girls","10-6",NA
"Kansas","2002","Pole Vault","Girls","9-00",NA
"Kansas","2003","Pole Vault","Girls","9-00",NA
"Kansas","2004","Pole Vault","Girls","8-3",NA
"Kansas","2005","Pole Vault","Girls","8-6",NA
"Kansas","2006","Pole Vault","Girls","9-00",NA
"Kansas","2007","Pole Vault","Girls","9-00",NA
"Kansas","2008","Pole Vault","Girls","9-00",NA
"Kansas","2009","Pole Vault","Girls","9-00",NA
"Kansas","2010","Pole Vault","Girls","9-00",NA
"Kansas","2011","Pole Vault","Girls","9-6",NA
"Kansas","2012","Pole Vault","Girls","9-6",NA
"Kansas","2013","Pole Vault","Girls","10-7",NA
"Kansas","2014","Pole Vault","Girls","12-00",NA
"Kansas","2015","Pole Vault","Girls","11-00",NA
"Kansas","2016","Pole Vault","Girls","11-6",NA
"Kansas","2017","Pole Vault","Girls","9-6",NA
"Kansas","2018","Pole Vault","Girls","11-6",NA
"Kansas","2019","Pole Vault","Girls","12-1",NA
"Kansas","1969","100m","Girls","11.60   ",NA
"Kansas","1971","100m","Girls","10.80   ",NA
"Kansas","1972","100m","Girls","11.10   ",NA
"Kansas","1973","100m","Girls","11.30   ",NA
"Kansas","1974","100m","Girls","11.60   ",NA
"Kansas","1975","100m","Girls","10.90   ",NA
"Kansas","1976","100m","Girls","10.80   ",NA
"Kansas","1978","100y","Girls","11.70   ",NA
"Kansas","1990","100m","Boys","10.71",NA
"Kansas","1991","100m","Boys","10.79",NA
"Kansas","1992","100m","Boys","10.81",NA
"Kansas","1993","100m","Boys","10.84",NA
"Kansas","1994","100m","Boys","10.70",NA
"Kansas","1995","100m","Boys","10.97",NA
"Kansas","1996","100m","Boys","11.00",NA
"Kansas","1997","100m","Boys","10.75",NA
"Kansas","1998","100m","Boys","10.71",NA
"Kansas","1999","100m","Boys","10.81",NA
"Kansas","2000","100m","Boys","10.78",NA
"Kansas","2001","100m","Boys","10.46",NA
"Kansas","2002","100m","Boys","10.96",NA
"Kansas","2003","100m","Boys","10.84",NA
"Kansas","2004","100m","Boys","10.93",NA
"Kansas","2005","100m","Boys","10.89",NA
"Kansas","2006","100m","Boys","11.22",NA
"Kansas","2007","100m","Boys","10.87",NA
"Kansas","2008","100m","Boys","10.82",NA
"Kansas","2009","100m","Boys","10.81",NA
"Kansas","2010","100m","Boys","10.94",NA
"Kansas","2011","100m","Boys","10.89",NA
"Kansas","2012","100m","Boys","10.65",NA
"Kansas","2013","100m","Boys","10.70",NA
"Kansas","2014","100m","Boys","10.85",NA
"Kansas","2015","100m","Boys","10.76",NA
"Kansas","2016","100m","Boys","10.42",NA
"Kansas","2017","100m","Boys","10.81",NA
"Kansas","2018","100m","Boys","10.56",NA
"Kansas","2019","100m","Boys","10.23",NA
"Kansas","2021","100m","Boys","10.64",NA
"Kansas","2004","1600m","Boys","4:17.88",NA
"Kansas","2005","1600m","Boys","4:20.13",NA
"Kansas","2006","1600m","Boys","4:18.74",NA
"Kansas","2007","1600m","Boys","4:26.09",NA
"Kansas","2008","1600m","Boys","4:18.83",NA
"Kansas","2009","1600m","Boys","4:18.39",NA
"Kansas","2010","1600m","Boys","4:17.91",NA
"Kansas","2011","1600m","Boys","4:16.10",NA
"Kansas","2012","1600m","Boys","4:19.52",NA
"Kansas","2013","1600m","Boys","4:18.15",NA
"Kansas","2014","1600m","Boys","4:18.38",NA
"Kansas","2015","1600m","Boys","4:10.15",NA
"Kansas","2016","1600m","Boys","4:12.10",NA
"Kansas","2017","1600m","Boys","4:17.94",NA
"Kansas","2018","1600m","Boys","4:16.95",NA
"Kansas","2019","1600m","Boys","4:16.68",NA
"Kansas","1966","1600m","Boys","4:20.20 ",NA
"Kansas","1967","1600m","Boys","4:24.90 ",NA
"Kansas","1968","1600m","Boys","4:26.40 ",NA
"Kansas","1969","1600m","Boys","4:20.40 ",NA
"Kansas","1970","1600m","Boys","4:21.00 ",NA
"Kansas","1971","1600m","Boys","4:20.00 ",NA
"Kansas","1972","1600m","Boys","4:18.60 ",NA
"Kansas","1973","1600m","Boys","4:17.60 ",NA
"Kansas","1974","1600m","Boys","4:15.00 ",NA
"Kansas","1975","1600m","Boys","4:15.80 ",NA
"Kansas","1976","1600m","Boys","4:23.20 ",NA
"Kansas","1977","1600m","Boys","4:26.30 ",NA
"Kansas","1978","Mile","Boys","4:25.30 ",NA
"Kansas","1979","1600m","Boys","4:19.20 ",NA
"Kansas","1980","1600m","Boys","4:13.80 ",NA
"Kansas","1981","1600m","Boys","4:14.91 ",NA
"Kansas","1982","1600m","Boys","4:20.50 ",NA
"Kansas","1983","1600m","Boys","4:19.50 ",NA
"Kansas","1984","1600m","Boys","4:27.39 ",NA
"Kansas","1985","1600m","Boys","4:17.04 ",NA
"Kansas","1986","1600m","Boys","4:16.44 ",NA
"Kansas","1987","1600m","Boys","4:16.64 ",NA
"Kansas","1988","1600m","Boys","4:20.98 ",NA
"Kansas","1989","1600m","Boys","4:24.00 ",NA
"Kansas","1990","1600m","Boys","4:25.30 ",NA
"Kansas","1991","1600m","Boys","4:22.50 ",NA
"Kansas","1992","1600m","Boys","4:21.35 ",NA
"Kansas","1993","1600m","Boys","4:22.76 ",NA
"Kansas","1994","1600m","Boys","4:19.83 ",NA
"Kansas","1995","1600m","Boys","4:19.24 ",NA
"Kansas","1996","1600m","Boys","4:18.30 ",NA
"Kansas","1997","1600m","Boys","4:21.06 ",NA
"Kansas","1998","1600m","Boys","4:17.82 ",NA
"Kansas","1999","1600m","Boys","4:14.06 ",NA
"Kansas","2000","1600m","Boys","4:19.60 ",NA
"Kansas","2001","1600m","Boys","4:17.43 ",NA
"Kansas","2002","1600m","Boys","4:13.16 ",NA
"Kansas","2003","1600m","Boys","4:18.56 ",NA
"Kansas","1966","100m","Boys","9.7",NA
"Kansas","1967","100m","Boys","10.2",NA
"Kansas","1968","100m","Boys","10.0",NA
"Kansas","1969","100m","Boys","9.8",NA
"Kansas","1970","100m","Boys","9.8",NA
"Kansas","1971",NA,"Boys","21.80",NA
"Kansas","1972","100m","Boys","9.80",NA
"Kansas","1974","100m","Boys","10.2",NA
"Kansas","1975","100m","Boys","9.60",NA
"Kansas","1976","100m","Boys","9.70",NA
"Kansas","1977","100m","Boys","9.60",NA
"Kansas","1978","100y","Boys","10.00",NA
"Kansas","1979","100m","Boys","11.20",NA
"Kansas","1980","100m","Boys","10.70",NA
"Kansas","1981","100m","Boys","10.94",NA
"Kansas","1982","100m","Boys","10.94",NA
"Kansas","1983","100m","Boys","10.65",NA
"Kansas","1984","100m","Boys","10.97",NA
"Kansas","1985","100m","Boys","10.68",NA
"Kansas","1986","100m","Boys","10.84",NA
"Kansas","1987","100m","Boys","10.75",NA
"Kansas","1988","100m","Boys","10.58",NA
"Kansas","1989","100m","Boys","10.82",NA
"Kansas","1977","800m","Boys","1:55.30 ",NA
"Kansas","1978","880y","Boys","2:00.80 ",NA
"Kansas","1979","800m","Boys","1:56.30 ",NA
"Kansas","1980","800m","Boys","1:54.30 ",NA
"Kansas","1981","800m","Boys","1:56.61 ",NA
"Kansas","1982","800m","Boys","1:56.23 ",NA
"Kansas","1983","800m","Boys","1:57.79 ",NA
"Kansas","1984","800m","Boys","1:54.68 ",NA
"Kansas","1985","800m","Boys","1:55.22 ",NA
"Kansas","1986","800m","Boys","1:55.00 ",NA
"Kansas","1987","800m","Boys","1:55.52 ",NA
"Kansas","1988","800m","Boys","1:58.44 ",NA
"Kansas","1989","800m","Boys","1:59.41 ",NA
"Kansas","1990","800m","Boys","1:59.15 ",NA
"Kansas","1991","800m","Boys","1:56.34 ",NA
"Kansas","1992","800m","Boys","1:57.61 ",NA
"Kansas","1993","800m","Boys","1:57.72 ",NA
"Kansas","1994","800m","Boys","1:58.20 ",NA
"Kansas","1995","800m","Boys","1:54.80 ",NA
"Kansas","1996","800m","Boys","1:53.16 ",NA
"Kansas","1997","800m","Boys","1:57.02 ",NA
"Kansas","1998","800m","Boys","1:57.47 ",NA
"Kansas","1999","800m","Boys","1:52.73 ",NA
"Kansas","2000","800m","Boys","1:57.47 ",NA
"Kansas","2001","800m","Boys","1:58.90 ",NA
"Kansas","2002","800m","Boys","1:54.72 ",NA
"Kansas","2003","800m","Boys","1:54.93 ",NA
"Kansas","2004","800m","Boys","1:56.34 ",NA
"Kansas","2005","800m","Boys","1:55.13 ",NA
"Kansas","2006","800m","Boys","1:55.77 ",NA
"Kansas","2007","800m","Boys","1:55.55 ",NA
"Kansas","2008","800m","Boys","1:55.04 ",NA
"Kansas","2009","800m","Boys","1:54.54 ",NA
"Kansas","2010","800m","Boys","1:52.19 ",NA
"Kansas","2011","800m","Boys","1:54.27 ",NA
"Kansas","2012","800m","Boys","1:49.96 ",NA
"Kansas","2013","800m","Boys","1:55.14 ",NA
"Kansas","2014","800m","Boys","1:54.10 ",NA
"Kansas","2015","800m","Boys","1:52.66 ",NA
"Kansas","2016","800m","Boys","1:52.31 ",NA
"Kansas","2017","800m","Boys","1:54.13 ",NA
"Kansas","2018","800m","Boys","1:56.53 ",NA
"Kansas","2019","800m","Boys","1:52.25 ",NA
"Kansas","1966","800m","Boys","1:56.90 ",NA
"Kansas","1967","800m","Boys","1:56.80 ",NA
"Kansas","1968","800m","Boys","1:54.80 ",NA
"Kansas","1969","800m","Boys","1:58.00 ",NA
"Kansas","1970","800m","Boys","1:56.40 ",NA
"Kansas","1971","800m","Boys","1:54.70 ",NA
"Kansas","1972","800m","Boys","1:53.00 ",NA
"Kansas","1973","800m","Boys","1:55.00 ",NA
"Kansas","1974","800m","Boys","1:56.30 ",NA
"Kansas","1975","800m","Boys","1:56.30 ",NA
"Kansas","1976","100m","Boys","1:5870 ",NA
"Kansas","1976","Pole Vault","Boys","12-00",NA
"Kansas","1977","Pole Vault","Boys","12-06",NA
"Kansas","1978","Pole Vault","Boys","13-06",NA
"Kansas","1979","Pole Vault","Boys","13-06",NA
"Kansas","1980","Pole Vault","Boys","12-06",NA
"Kansas","1981","Pole Vault","Boys","14-00",NA
"Kansas","1982","Pole Vault","Boys","14-00",NA
"Kansas","1983","Pole Vault","Boys","13-06",NA
"Kansas","1984","Pole Vault","Boys","14-01",NA
"Kansas","1985","Pole Vault","Boys","12-06",NA
"Kansas","1986","Pole Vault","Boys","13-00",NA
"Kansas","1987","Pole Vault","Boys","12-06",NA
"Kansas","1988","Pole Vault","Boys","15-00",NA
"Kansas","1989","Pole Vault","Boys","15-06",NA
"Kansas","1990","Pole Vault","Boys","14-00",NA
"Kansas","1991","Pole Vault","Boys","15-00",NA
"Kansas","1992","Pole Vault","Boys","13-00",NA
"Kansas","1993","Pole Vault","Boys","14-08",NA
"Kansas","1994","Pole Vault","Boys","14-06",NA
"Kansas","1995","Pole Vault","Boys","13-06",NA
"Kansas","1996","Pole Vault","Boys","14-00",NA
"Kansas","1997","Pole Vault","Boys","15-00",NA
"Kansas","1998","Pole Vault","Boys","13-06",NA
"Kansas","1999","Pole Vault","Boys","14-00",NA
"Kansas","2000","Pole Vault","Boys","14-06",NA
"Kansas","2001","Pole Vault","Boys","14-00",NA
"Kansas","2002","Pole Vault","Boys","15-07",NA
"Kansas","2003","Pole Vault","Boys","16-00",NA
"Kansas","2004","Pole Vault","Boys","14-06",NA
"Kansas","2005","Pole Vault","Boys","14-00",NA
"Kansas","2006","Pole Vault","Boys","13-06",NA
"Kansas","2007","Pole Vault","Boys","14-03",NA
"Kansas","2008","Pole Vault","Boys","13-00",NA
"Kansas","2009","Pole Vault","Boys","14-00",NA
"Kansas","2010","Pole Vault","Boys","15-07",NA
"Kansas","2011","Pole Vault","Boys","13-06",NA
"Kansas","2012","Pole Vault","Boys","13-06",NA
"Kansas","2013","Pole Vault","Boys","15-01",NA
"Kansas","2014","Pole Vault","Boys","15-04",NA
"Kansas","2015","Pole Vault","Boys","14-06",NA
"Kansas","2016","Pole Vault","Boys","13-06",NA
"Kansas","2017","Pole Vault","Boys","13-06",NA
"Kansas","2018","Pole Vault","Boys","13-06",NA
"Kansas","2019","Pole Vault","Boys","14-06",NA
"Kansas","1966","High Jump","Boys","6-05",NA
"Kansas","1967","High Jump","Boys","6-02",NA
"Kansas","1968","High Jump","Boys","6-00",NA
"Kansas","1969","High Jump","Boys","6-02",NA
"Kansas","1970","High Jump","Boys","6-03",NA
"Kansas","1971","High Jump","Boys","6-03",NA
"Kansas","1972","High Jump","Boys","6-04",NA
"Kansas","1973","High Jump","Boys","6-07",NA
"Kansas","1974","High Jump","Boys","6-06",NA
"Kansas","1975","High Jump","Boys","6-04",NA
"Kansas","1976","High Jump","Boys","6-04",NA
"Kansas","1977","High Jump","Boys","6-06",NA
"Kansas","1978","High Jump","Boys","6-04",NA
"Kansas","1979","High Jump","Boys","6-08",NA
"Kansas","1980","High Jump","Boys","6-08",NA
"Kansas","1981","High Jump","Boys","6-09",NA
"Kansas","1982","High Jump","Boys","6-06",NA
"Kansas","1983","High Jump","Boys","6-06",NA
"Kansas","1984","High Jump","Boys","6-06",NA
"Kansas","1985","High Jump","Boys","6-09",NA
"Kansas","1986","High Jump","Boys","6-08",NA
"Kansas","1987","High Jump","Boys","6-10.50",NA
"Kansas","1988","High Jump","Boys","6-06",NA
"Kansas","1989","High Jump","Boys","6-06",NA
"Kansas","1990","High Jump","Boys","6-07",NA
"Kansas","1991","High Jump","Boys","6-04",NA
"Kansas","1992","High Jump","Boys","6-04",NA
"Kansas","1993","High Jump","Boys","6-06",NA
"Kansas","1994","High Jump","Boys","6-11",NA
"Kansas","1995","High Jump","Boys","6-10",NA
"Kansas","1996","High Jump","Boys","6-08",NA
"Kansas","1997","High Jump","Boys","6-11.25",NA
"Kansas","1998","High Jump","Boys","6-08",NA
"Kansas","1999","High Jump","Boys","6-04",NA
"Kansas","2000","High Jump","Boys","6-08",NA
"Kansas","2001","High Jump","Boys","6-06",NA
"Kansas","2002","High Jump","Boys","6-08",NA
"Kansas","2003","High Jump","Boys","6-04",NA
"Kansas","2004","High Jump","Boys","6-04",NA
"Kansas","2005","High Jump","Boys","6-04",NA
"Kansas","2006","High Jump","Boys","6-06",NA
"Kansas","2007","High Jump","Boys","6-06",NA
"Kansas","2008","High Jump","Boys","6-07",NA
"Kansas","2009","High Jump","Boys","6-06",NA
"Kansas","2010","High Jump","Boys","6-08",NA
"Kansas","2011","High Jump","Boys","6-08",NA
"Kansas","2012","High Jump","Boys","6-04",NA
"Kansas","2013","High Jump","Boys","6-08",NA
"Kansas","2014","High Jump","Boys","6-06",NA
"Kansas","2015","High Jump","Boys","6-10",NA
"Kansas","2016","High Jump","Boys","6-10",NA
"Kansas","2017","High Jump","Boys","6-08",NA
"Kansas","2018","High Jump","Boys","6-04",NA
"Kansas","2019","High Jump","Boys","6-06",NA
"Kansas","2021","High Jump","Boys","6-08",NA
"Kansas","1966","Pole Vault","Boys","12-00",NA
"Kansas","1967","Pole Vault","Boys","13-00.25",NA
"Kansas","1968","Pole Vault","Boys","13-00",NA
"Kansas","1969","Pole Vault","Boys","12-03",NA
"Kansas","1970","Pole Vault","Boys","13-06",NA
"Kansas","1971","Pole Vault","Boys","13-06",NA
"Kansas","1972","Pole Vault","Boys","12-06",NA
"Kansas","1973","Pole Vault","Boys","12-06",NA
"Kansas","1974","Pole Vault","Boys","12-06",NA
"Kansas","1975","Pole Vault","Boys","13-00",NA
"Kansas","1990","100m","Boys","11.05",NA
"Kansas","1991","100m","Boys","11.23",NA
"Kansas","1992","100m","Boys","10.89",NA
"Kansas","1993","100m","Boys","11.03",NA
"Kansas","1994","100m","Boys","11.23",NA
"Kansas","1995","100m","Boys","10.77",NA
"Kansas","1996","100m","Boys","10.61",NA
"Kansas","1997","100m","Boys","10.69",NA
"Kansas","1998","100m","Boys","10.90",NA
"Kansas","1999","100m","Boys","10.98",NA
"Kansas","2000","100m","Boys","11.29",NA
"Kansas","2001","100m","Boys","11.03",NA
"Kansas","2002","100m","Boys","11.07",NA
"Kansas","2003","100m","Boys","10.90",NA
"Kansas","2004","100m","Boys","11.04",NA
"Kansas","2005","100m","Boys","11.04",NA
"Kansas","2006","100m","Boys","11.32",NA
"Kansas","2007","100m","Boys","11.15",NA
"Kansas","2008","100m","Boys","11.29",NA
"Kansas","2009","100m","Boys","10.97",NA
"Kansas","2010","100m","Boys","10.96",NA
"Kansas","2011","100m","Boys","11.02",NA
"Kansas","2012","100m","Boys","10.84",NA
"Kansas","2013","100m","Boys","11.06",NA
"Kansas","2014","100m","Boys","10.93",NA
"Kansas","2015","100m","Boys","10.79",NA
"Kansas","2016","100m","Boys","11.06",NA
"Kansas","2017","100m","Boys","10.95",NA
"Kansas","2018","100m","Boys","10.74",NA
"Kansas","2019","100m","Boys","10.46","w"
"Kansas","2021","100m","Boys","10.84",NA
"Kansas","2000","1600m","Boys","4:26.24",NA
"Kansas","2001","1600m","Boys","4:29.85",NA
"Kansas","2002","1600m","Boys","4:27.60",NA
"Kansas","2003","1600m","Boys","4:23.13",NA
"Kansas","2004","1600m","Boys","4:20.46",NA
"Kansas","2005","1600m","Boys","4:23.58",NA
"Kansas","2006","1600m","Boys","4:22.86",NA
"Kansas","2007","1600m","Boys","4:24.06",NA
"Kansas","2008","1600m","Boys","4:22.49",NA
"Kansas","2009","1600m","Boys","4:27.20",NA
"Kansas","2010","1600m","Boys","4:21.21",NA
"Kansas","2011","1600m","Boys","4:20.54",NA
"Kansas","2012","1600m","Boys","4:24.54",NA
"Kansas","2013","1600m","Boys","4:22.74",NA
"Kansas","2014","1600m","Boys","4:22.72",NA
"Kansas","2015","1600m","Boys","4:18.81",NA
"Kansas","2016","1600m","Boys","4:28.63",NA
"Kansas","2017","1600m","Boys","4:23.52",NA
"Kansas","2018","1600m","Boys","4:25.46",NA
"Kansas","2019","1600m","Boys","4:29.53",NA
"Kansas","1966","1600m","Boys","4:22.80 ",NA
"Kansas","1967","1600m","Boys","4:31.50 ",NA
"Kansas","1968","1600m","Boys","4:23.90 ",NA
"Kansas","1969","1600m","Boys","4:28.00 ",NA
"Kansas","1970","1600m","Boys","4:32.40 ",NA
"Kansas","1971","1600m","Boys","4:30.00 ",NA
"Kansas","1972","1600m","Boys","4:21.60 ",NA
"Kansas","1973","1600m","Boys","4:28.40 ",NA
"Kansas","1974","1600m","Boys","4:22.70 ",NA
"Kansas","1975","1600m","Boys","4:28.80 ",NA
"Kansas","1976","1600m","Boys","4:19.03 ",NA
"Kansas","1977","1600m","Boys","4:22.70 ",NA
"Kansas","1978","Mile","Boys","4:21.30 ",NA
"Kansas","1966","100m","Boys","10.00 ",NA
"Kansas","1967","100m","Boys","10.00 ",NA
"Kansas","1968","100m","Boys","10.00 ",NA
"Kansas","1969","100m","Boys","10.00 ",NA
"Kansas","1970","100m","Boys","10.00 ",NA
"Kansas","1971","100m","Boys","10.00 ",NA
"Kansas","1972",NA,"Boys","22.20 ",NA
"Kansas","1973","100m","Boys","10:10 ",NA
"Kansas","1974","100m","Boys","9.80 ",NA
"Kansas","1975","100m","Boys","9.70 ",NA
"Kansas","1977","100m","Boys","10.00 ",NA
"Kansas","1978","100y","Boys","9.80 ",NA
"Kansas","1979","100m","Boys","10.04 ",NA
"Kansas","1980","100m","Boys","10.90 ",NA
"Kansas","1981","100m","Boys","11.05 ",NA
"Kansas","1982","100m","Boys","11.08 ",NA
"Kansas","1983","100m","Boys","11.04 ",NA
"Kansas","1984","100m","Boys","10.86 ",NA
"Kansas","1985","100m","Boys","10.72 ",NA
"Kansas","1986","100m","Boys","10.83 ",NA
"Kansas","1987","100m","Boys","11.24 ",NA
"Kansas","1988","100m","Boys","10.63 ",NA
"Kansas","1989","100m","Boys","10.63 ",NA
"Kansas","1977","1600m","Boys","4:22.70 ",NA
"Kansas","1978","Mile","Boys","4:21.30 ",NA
"Kansas","1979","1600m","Boys","4:23.89 ",NA
"Kansas","1980","1600m","Boys","4:19.70 ",NA
"Kansas","1981","1600m","Boys","4:19.66 ",NA
"Kansas","1982","1600m","Boys","4:25.00 ",NA
"Kansas","1983","1600m","Boys","4:16.90 ",NA
"Kansas","1984","1600m","Boys","4:29.35 ",NA
"Kansas","1985","1600m","Boys","4:28.37 ",NA
"Kansas","1986","1600m","Boys","4:23.02 ",NA
"Kansas","1987","1600m","Boys","4:18.20 ",NA
"Kansas","1988","1600m","Boys","4:26.23 ",NA
"Kansas","1989","1600m","Boys","4:25.05 ",NA
"Kansas","1990","1600m","Boys","4:28.33 ",NA
"Kansas","1991","1600m","Boys","4:29.05 ",NA
"Kansas","1992","1600m","Boys","4:29.65 ",NA
"Kansas","1993","1600m","Boys","4:22.96 ",NA
"Kansas","1994","1600m","Boys","4:27.67 ",NA
"Kansas","1995","1600m","Boys","4:25.25 ",NA
"Kansas","1996","1600m","Boys","4:15.96 ",NA
"Kansas","1997","1600m","Boys","4:25.89 ",NA
"Kansas","1998","1600m","Boys","4:24.88 ",NA
"Kansas","1999","1600m","Boys","4:18.95 ",NA
"Kansas","1973","800m","Boys","1:56.90",NA
"Kansas","1974","800m","Boys","1:55.60",NA
"Kansas","1975","800m","Boys","1:56.10",NA
"Kansas","1976","800m","Boys","1:57.3",NA
"Kansas","1977","800m","Boys","1:59.20",NA
"Kansas","1978","880y","Boys","1:55.00",NA
"Kansas","1979","800m","Boys","1:58.64",NA
"Kansas","1980","800m","Boys","1:56.30",NA
"Kansas","1981","800m","Boys","1:58.41",NA
"Kansas","1982","800m","Boys","1:59.09",NA
"Kansas","1983","800m","Boys","1:59.77",NA
"Kansas","1984","800m","Boys","1:57.49",NA
"Kansas","1985","800m","Boys","1:56.25",NA
"Kansas","1986","800m","Boys","1:55.50",NA
"Kansas","1987","800m","Boys","1:56.30",NA
"Kansas","1988","800m","Boys","1:59.73",NA
"Kansas","1989","800m","Boys","1:55.99",NA
"Kansas","1990","800m","Boys","1:59.15",NA
"Kansas","1991","800m","Boys","1:58.75",NA
"Kansas","1992","800m","Boys","1:56.91",NA
"Kansas","1993","800m","Boys","1:55.54",NA
"Kansas","1994","800m","Boys","1:56.95",NA
"Kansas","1995","800m","Boys","1:58.16",NA
"Kansas","1996","800m","Boys","1:57.36",NA
"Kansas","1997","800m","Boys","1:59.52",NA
"Kansas","1998","800m","Boys","1:55.84",NA
"Kansas","1999","800m","Boys","1:54.59",NA
"Kansas","2000","800m","Boys","1:58.05",NA
"Kansas","2001","800m","Boys","2:03.91",NA
"Kansas","2002","800m","Boys","2:01.01",NA
"Kansas","2003","800m","Boys","1:59.68",NA
"Kansas","2004","800m","Boys","1:56.88",NA
"Kansas","2005","800m","Boys","1:54.65",NA
"Kansas","2006","800m","Boys","1:59.49",NA
"Kansas","2007","800m","Boys","1:59.13",NA
"Kansas","2008","800m","Boys","1:54.06",NA
"Kansas","2009","800m","Boys","1:54.94",NA
"Kansas","2010","800m","Boys","1:56.92",NA
"Kansas","2011","800m","Boys","1:57.78",NA
"Kansas","2012","800m","Boys","1:57.09",NA
"Kansas","2013","800m","Boys","1:55.81",NA
"Kansas","2014","800m","Boys","1:57.56",NA
"Kansas","2015","800m","Boys","1:56.40",NA
"Kansas","2016","800m","Boys","1:59.12",NA
"Kansas","2017","800m","Boys","1:56.80",NA
"Kansas","2018","800m","Boys","1:57.05",NA
"Kansas","2019","800m","Boys","1:57.07",NA
"Kansas","1966","800m","Boys","1:54.10",NA
"Kansas","1967","800m","Boys","1:58.80",NA
"Kansas","1968","800m","Boys","1:58.80",NA
"Kansas","1969","800m","Boys","1:59.70",NA
"Kansas","1970","800m","Boys","1:59.60",NA
"Kansas","1971","800m","Boys","1:57.00",NA
"Kansas","1972","800m","Boys","1:59.10",NA
"Kansas","1968","Pole Vault","Boys","13-00",NA
"Kansas","1969","Pole Vault","Boys","13-00",NA
"Kansas","1970","Pole Vault","Boys","13-00",NA
"Kansas","1971","Pole Vault","Boys","13-06",NA
"Kansas","1972","Pole Vault","Boys","14-09",NA
"Kansas","1973","Pole Vault","Boys","12-09",NA
"Kansas","1974","Pole Vault","Boys","12-06",NA
"Kansas","1975","Pole Vault","Boys","14-11",NA
"Kansas","1976","Pole Vault","Boys","13-06",NA
"Kansas","1977","Pole Vault","Boys","13-00",NA
"Kansas","1978","Pole Vault","Boys","13-03",NA
"Kansas","1979","Pole Vault","Boys","13-00",NA
"Kansas","1980","Pole Vault","Boys","12-06",NA
"Kansas","1981","Pole Vault","Boys","13-06",NA
"Kansas","1982","Pole Vault","Boys","12-00",NA
"Kansas","1983","Pole Vault","Boys","13-00",NA
"Kansas","1984","Pole Vault","Boys","12-00",NA
"Kansas","1985","Pole Vault","Boys","12-09",NA
"Kansas","1986","Pole Vault","Boys","12-06",NA
"Kansas","1987","Pole Vault","Boys","13-06",NA
"Kansas","1988","Pole Vault","Boys","13-06",NA
"Kansas","1989","Pole Vault","Boys","13-06",NA
"Kansas","1990","Pole Vault","Boys","15-01",NA
"Kansas","1991","Pole Vault","Boys","13-06",NA
"Kansas","1992","Pole Vault","Boys","13-00",NA
"Kansas","1993","Pole Vault","Boys","12-06",NA
"Kansas","1994","Pole Vault","Boys","12-06",NA
"Kansas","1995","Pole Vault","Boys","14-00",NA
"Kansas","1996","Pole Vault","Boys","15-02",NA
"Kansas","1997","Pole Vault","Boys","14-01",NA
"Kansas","1998","Pole Vault","Boys","12-00",NA
"Kansas","1999","Pole Vault","Boys","13-00",NA
"Kansas","2000","Pole Vault","Boys","12-06",NA
"Kansas","2001","Pole Vault","Boys","12-06",NA
"Kansas","2002","Pole Vault","Boys","13-06",NA
"Kansas","2003","Pole Vault","Boys","13-06",NA
"Kansas","2004","Pole Vault","Boys","12-00",NA
"Kansas","2005","Pole Vault","Boys","13-00",NA
"Kansas","2006","Pole Vault","Boys","13-00",NA
"Kansas","2007","Pole Vault","Boys","14-06",NA
"Kansas","2008","Pole Vault","Boys","13-00",NA
"Kansas","2009","Pole Vault","Boys","12-06",NA
"Kansas","2010","Pole Vault","Boys","12-06",NA
"Kansas","2011","Pole Vault","Boys","12-09",NA
"Kansas","2012","Pole Vault","Boys","13-06",NA
"Kansas","2013","Pole Vault","Boys","14-03",NA
"Kansas","2014","Pole Vault","Boys","13-00",NA
"Kansas","2015","Pole Vault","Boys","14-00",NA
"Kansas","2016","Pole Vault","Boys","13-00",NA
"Kansas","2017","Pole Vault","Boys","14-06",NA
"Kansas","2018","Pole Vault","Boys","15-02.25",NA
"Kansas","2019","Pole Vault","Boys","13-06",NA
"Kansas","1966","High Jump","Boys","6-00.75",NA
"Kansas","1967","High Jump","Boys","6-02",NA
"Kansas","1968","High Jump","Boys","6-02.75",NA
