1977,Gary Parmeley,West Carteret,6’08.00”
1978,Robert Hicks,Scotland,6’10.00”
1979,Mike Ripberger,Cary,6’06.00”
1980,Mike Ripberger,Cary,6’08.50”
1981,Charles Mack,North Forsyth,6’10.25”
1982,Lenwood Harris,West Craven,6’10.50”
1983,James Patterson,Fuquay-Varina,6’09.00”
1984,James McDonald,Scotland,6’10.00”
1985,James McDonald,Scotland,6’10.00”
1986,Larry Patterson,Cary,6’08.00”,Larry Patterson,Cary,6’08.00”,Carl Pickens,Murphy,6’10.00”
1987,Darren Moore,J.H. Rose,7’01.00”,Mike Neely,T.W. Andrews,6’08.00”,Carl Pickens,Murphy,6’08.00”
1988,Rob Thomas,R.J. Reynolds,7’00.00”,Bobby Wooten,SouthWest Edgecombe,6’04.00”,Carl Pickens,Murphy,6’06.00”
1989,Robert Thomas,Glenn,7’00.00”,Joe Montford,East Carteret,6’06.00”,Andre Irving,Thomasville,6’08.00”
1990,Jon DeBarry,Richmond,6’10.00”,Shawn Miller,Salisbury,6’08.25”,Travis Banks,Clinton,6’09.00”
1991,Omarr Dixon,Athens Drive,6’08.00”,Robert Tucker,Harnett Central,6’09.00”,Travis Banks,Clinton,6’08.00”
1992,Omarr Dixon,Athens Drive,6’10.00”,George Simmons,Southeast Guilford,6’06.00”,Nate Frink,West Columbus,6’08.00”
1993,Tavores Vanhook,Williams,6’10.00”,Marcus Caldwell,Lexington,6’09.50”,Odell Benders,East Carteret,6’10.25”
1994,Damien Bennett Anson 6’08.00”,,,Joe Wilson,South Iredell 6’06.00”,,Odell Benders,East Carteret 6’06.00”,,Milton Landers,Hayesville,6’04.00”
1995,Ramondo North West Charlotte 6’06.00”,,,Derek Frink,West Brunswick 6’11.00”,,Dwaine Carpenter,W. Montgomery 6’04.00”,,Tony Cooper,West Davidson,6’04.00”
1996,Tedrick Greene Ben L. Smith 6’06.00”,,,Lamont Watlington,Williams 6’08.00”,,James Farrior,James Kenan 6’08.00”,,Dwayne Berry,Richlands,6’02.00”
1997,Temercus McNeil Sanderson 6’06.00”,,,William Montgomery,T.C. Roberson 6’08.00”,,Jermichael Watts,Bunker Hill 6’06.00”,,Rashad Johnson,North Moore,6’04.00”
1998,Brandon Brown A.C. Reynolds 6’10.00”,,,William Montgomery,T.C. Roberson 6’10.00”,,Gabrial Striblin,SW Randolph 6’04.00”,,Warren Neely,Thomasville,6’07.00”
1999,A.J. Davis No. Durham 6’06.00”,,,Michael Massey,Asheboro 6’08.00”,,Tony Henderson,Warren County 6’06.00”,,Antwan Neeley,Thomasville,6’08.00”
2000,Jesse Williams Broughton 6’08.00”,,,Michael Massey,Asheboro 6’08.00”,,Tony Henderson,Warren County 6’08.00”,,Larry Perry,Bunn,6’04.00”
2001,Jesse Williams Broughton 7’02.00”,,,Namier Majette,Hertford County 6’08.00”,,Shawn Williams,South Columbus 6’06.00”,,Marcus Poteat,Graham,6’06.00”
2002,Jesse Williams Broughton 7’02.00”,,,Jason Williams,West Rowan 6’08.00”,,Marcus Poteat,Graham 6’10.00”,,Dakota Dunn,East Montgomery,6’08.00”
2003,Gordon Smith Northern Nash 6’06.00”,,,Jason Williams,West Rowan 6’10.00”,,Daniel Smith,North Henderson 6’06.00”,,Dakota Dunn,East Montgomery,7’00.00”
2004,Gordon Smith Northern Nash 6’08.00”,,,Cedrick Wilkerson,J.F. Webb 6’06.00”,,Oneal Chestnut,Chase 6’10.00”,,Dakota Dunn,East Montgomery,6’08.00”
2005,Joe Kindred Fuquay-Varina 6’06.00”,,,Nathan Summerville,Fike 6’10.00”,,Demarcus Stallings,North Rowan 6’08.00”,,Clint McNeilly,Robbinsville,6’02.00”
2006,Tim Lovick Garner 6’08.00”,,,Eric Davis,Eastern Randolph 6’04.00”,,Thomas Huntley,East Lincoln 6’06.00”,,Dewayne Ashburn,South Stokes,6’06.00”
2007,Jake Wainwright J.M. Robinson 6’06.00”,,,Derrick Ross,Union Pines 6’08.00”,,Jarvis Craig,Monroe 6’02.00”,,Kurtis Hackney,Pamlico,6’06.00”
2008,Darius Purcell E.E. Smith 6’07.00”,,,Derrick Ross,Union Pines 6’08.00”,,Centrail Williamson,Bunker Hill 6’06.00”,,Quinton Lindsey,Thomasville,6’06.00”
2009,Jeffrey Johnson J.H. Rose 6’08.00”,,,Billy Simiton,A.L. Brown 6’06.00”,,Spenser Sydney,East Lincoln 6’08.00”,,Justin Collier,Mt. Airy,6’04.00”
2010,Steven Bell SE Raleigh 6’06.00”,,,Joseph Matthews,Western Harnett 6’06.00”,,Tanner Anderson,East Burke 7’02.50”,,Jurious Johnson,W-S Prep,6’04.00”
2011,Daryl Saunders Garner 6’08.00”,,,Maurice Morgan,North Lenoir 6’06.00”,,Will Thomas,Topsail 6’06.00”,,Grant Rivers,Hendersonville,6’04.00”
2012,Jonathan Addison Enloe 6’08.00”,,,Josh King,Fike 6’08.00”,,Will Thomas,Topsail 6’08.00”,,Grant Rivers,Hendersonville,6’06.00”
2013,Jesse Freeman Harnett Central 6’06.00”,,,Jaquell Bryant,Rocky Mount 6’06.00”,,Tevin Bates,Greene Central 6’06.00”,,Samuel Allen,West Wilkes,6’08.00”
2014,Lamar Nobles Holly Springs 6’06.00”,,,Christopher Garrick,Marvin Ridge 6’08.00”,,Terrance Brown,North Brunswick 6’07.00”,,Mason Fenner,Thomas Jefferson,6’04.00”
2015,Keon Howe Mallard Creek 6’10.00”,,,Christopher Garrick,Marvin Ridge 6’08.00”,,Desmond Lindsey,Forest Hill 6’06.00”,,D.C. Braswell,Avery County,6’02.00”
2016,Joseph Ibrahim West Forsyth 6’08.00”,,,J.T. Reid,Piedmont 6’04.00”,,Desmond Lindsey,Forest Hill 6’08.00”,,Jacob Lewis,Robbinsville,6’04.00”
2017,Seth Clyburn West Forsyth 6’08.00”,,,Gabriel Stainback,Concord 6’06.00”,,Jaquarii Roberson,Hertford County 6’06.00”,,Denzel Hayes,Walkertown,6’06.00”
2018,Idris Bernard Mallard Creek 6’08’00”,,,Jeremiah Ganaway,Hunt 6’06.00”,,Landon Parker,Mount Pleasant 6’08.00”,,Ysade Sykes,Weldon,6’04.00”
