1977,N. Ray,Western Guilford,5’05.00”
1978,Vanessa Smith,R.J. Reynolds,5’07.75”
1979,Chris Arends,Jordan,5’08.00”
1980,N. Ray,Western Guilford,5’06.00”
1981,April Cook,Watauga,5’06.00”
1982,Cindy Floyd Swansboro,,5’06.00”
1983,April Cook Watauga,,5’08.25”
1984,Teri LeBlanc South Mecklenburg,,5’06.00”
1985,Marquita Misenheimer Northwest Cabarrus,,5’02.00”
1986,Jodi Doss,Williams,5’06.00”,Jodi Doss,Williams,5’06.00”,Melissa Rogers,Southwestern Randolph,5’06.00”
1987,Leshawn Hewitt,Jordan,5’02.00”,Vicki Peek,Enka,5’04.00”,Melissa Rogers,Southwestern Randolph,5’06.00”
1988,Sabrina Hill,Millbrook,5’04.00”,Nicky Hudson,Harnett Central,5’04.00”,Susie Britt,Albemarle,5’02.00”
1989,Quicha Floyd,Page,5’04.00”,Tara Lindsay,Asheboro,5’06.00”,Lola Jones,North Rowan,5’04.00”
1990,Wendy Palmer,Person,5’06.00”,Kim Jones,Statesville,5’06.00”,Shelly Whitaker,Randleman,5’06.00”
1991,Quicha Floyd,Page,5’06.00”,Kim Jones,Statesville,5’08.00”,Peace Shepherd,Swansboro,5’06.00”
1992,Wendy Palmer,Person,5’08.00”,Kim Jones,Statesville,5’04.00”,Saundra Teel,East Carteret,5’04.00”
1993,Jamila Forte,Enloe,5’04.00”,Shana Harris,Southern Guilford,5’04.00”,Kim McPhatter,Union Pines,5’04.00”
1994,Rhonda Parks Triton,5’06.00”,,Latosha Etheridge,Fike 5’05.00”,,Kim McPhatter,Union Pines,5’06.00”,Caroline Norton,Elkin,5’00.00”
1995,Adrianne Sims Douglas Byrd,5’08.50”,,Lindsey Ridgeway,Williams 5’05.00”,,Joanie Mungro,West Caldwell,5’02.00”,Julie Stackhouse,Hayesville,5’04.50”
1996,Adrianne Sims Douglas Byrd,5’08.00”,,Monique Judkins,Reidsville 5’06.00”,,Crystal Forney,Bunker Hill,5’02.00”,Julie Stackhouse,Hayesville,5’00.00”
1997,Adrianne Sims Douglas Byrd,6’00.00”,,Monique Judkins,Reidsville 5’08.00”,,Ashley Pinnix,SW Guilford,5’00.00”,Julie Stackhouse,Hayesville,5’04.00”
1998,Sha-Mecca Twitty West Carteret,5’06.00”,,Virginia Lacombe,South Caldwell 5’08.00”,,Allison Lentz,Brevard,5’04.00”,Gina Rosser,South Davidson,5’05.00”
1999,Sha-Mecca Twitty West Carteret,5’04.00”,,Carol Kiser,Concord 5’04.00”,,Nancy Hinson,Ledford,5’02.00”,Gina Rosser,South Davidson,5’04.00”
2000,Joann Jackson Millbrook,5’06.00”,,Ashley Schrimer,Havelock 5’04.00”,,Tiffany Perry,Southern Vance,5’06.00”,Shannon Meadows,Hendersonville,5’02.00”
2001,Joann Jackson Millbrook,5’04.00”,,Tiffany Mitchell,Western Harnett 5’06.00”,,Tiffany Perry,Southern Vance,5’04.00”,Shannon Meadows,Hendersonville,5’08.00”
2002,Debbie Martin Apex,5’08.00”,,Megan Seehorn,East Lincoln 5’02.00”,,Vikki Williams,South Brunswick,5’04.00”,Chevon Keith,Union,5’00.00”
2003,Anna Raynor South Johnston 5’09.00”,,,Ashley Talley,North Iredell 5’08.00”,,Leigh Ann Dillon,Eastern Guilford,5’04.00”,Maya Bennett,East Surry,5’05.00”
